reporting_unit,contest,candidate,votes,county,ctv,municipality
TOWN OF RUSK,PRESIDENT / VICE PRESIDENT,BRIAN KIENITZ,0,RUSK,T,RUSK
TOWN OF RUSK,PRESIDENT / VICE PRESIDENT,DOUG JENKINS / KIMBERLY LALONDE,0,RUSK,T,RUSK
TOWN OF RUSK,PRESIDENT / VICE PRESIDENT,FUTURE MADAM POTUS / JESSICA KENNEDY,0,RUSK,T,RUSK
TOWN OF RUSK,PRESIDENT / VICE PRESIDENT,"ANDRÉ RAMONE MCNEIL, SR.",0,RUSK,T,RUSK
TOWN OF RUSK,PRESIDENT / VICE PRESIDENT,SCATTERING,0,RUSK,T,RUSK
TOWN OF SOUTH FORK,PRESIDENT / VICE PRESIDENT,KAMALA D. HARRIS/ TIM WALZ,25,RUSK,T,SOUTH FORK
TOWN OF SOUTH FORK,PRESIDENT / VICE PRESIDENT,DONALD J. TRUMP/ JD VANCE,60,RUSK,T,SOUTH FORK
TOWN OF SOUTH FORK,PRESIDENT / VICE PRESIDENT,RANDALL TERRY / STEPHEN BRODEN,0,RUSK,T,SOUTH FORK
TOWN OF SOUTH FORK,PRESIDENT / VICE PRESIDENT,CHASE RUSSELL OLIVER / MIKE TER MAAT,0,RUSK,T,SOUTH FORK
TOWN OF SOUTH FORK,PRESIDENT / VICE PRESIDENT,JILL STEIN / RUDOLPH WARE,0,RUSK,T,SOUTH FORK
TOWN OF SOUTH FORK,PRESIDENT / VICE PRESIDENT,CLAUDIE DE LA CRUZ / KARINA GARCIA,0,RUSK,T,SOUTH FORK
TOWN OF SOUTH FORK,PRESIDENT / VICE PRESIDENT,CORNEL WEST / MELINA ABDULLAH,0,RUSK,T,SOUTH FORK
TOWN OF SOUTH FORK,PRESIDENT / VICE PRESIDENT,ROBERT F. KENNEDY JR. / NICOLE SHANAHAN,1,RUSK,T,SOUTH FORK
TOWN OF SOUTH FORK,PRESIDENT / VICE PRESIDENT,PETER SONSKI / LAUREN ONAK,0,RUSK,T,SOUTH FORK
TOWN OF SOUTH FORK,PRESIDENT / VICE PRESIDENT,CHERUNDA LYNN FOX,0,RUSK,T,SOUTH FORK
TOWN OF SOUTH FORK,PRESIDENT / VICE PRESIDENT,BRIAN KIENITZ,0,RUSK,T,SOUTH FORK
TOWN OF SOUTH FORK,PRESIDENT / VICE PRESIDENT,DOUG JENKINS / KIMBERLY LALONDE,0,RUSK,T,SOUTH FORK
TOWN OF SOUTH FORK,PRESIDENT / VICE PRESIDENT,FUTURE MADAM POTUS / JESSICA KENNEDY,0,RUSK,T,SOUTH FORK
TOWN OF SOUTH FORK,PRESIDENT / VICE PRESIDENT,"ANDRÉ RAMONE MCNEIL, SR.",0,RUSK,T,SOUTH FORK
TOWN OF SOUTH FORK,PRESIDENT / VICE PRESIDENT,SCATTERING,0,RUSK,T,SOUTH FORK
TOWN OF STRICKLAND,PRESIDENT / VICE PRESIDENT,KAMALA D. HARRIS/ TIM WALZ,71,RUSK,T,STRICKLAND
TOWN OF STRICKLAND,PRESIDENT / VICE PRESIDENT,DONALD J. TRUMP/ JD VANCE,114,RUSK,T,STRICKLAND
TOWN OF STRICKLAND,PRESIDENT / VICE PRESIDENT,RANDALL TERRY / STEPHEN BRODEN,0,RUSK,T,STRICKLAND
TOWN OF STRICKLAND,PRESIDENT / VICE PRESIDENT,CHASE RUSSELL OLIVER / MIKE TER MAAT,0,RUSK,T,STRICKLAND
