reporting_unit,votes,candidate,contest,county,ctv,municipality
VILLAGE OF WAUSAUKEE - W 1,NA,HOVDE_REPUBLICAN,"UNITED STATES SENATOR_TO CONGRESS DIST. 8_TERM ENDING JAN. 3, 2025_",MARINETTE,V,WAUSAUKEE
VILLAGE OF WAUSAUKEE - W 1,NA,ANDERSON_DISRUPT THE_CORRUPTION,"UNITED STATES SENATOR_TO CONGRESS DIST. 8_TERM ENDING JAN. 3, 2025_",MARINETTE,V,WAUSAUKEE
VILLAGE OF WAUSAUKEE - W 1,NA,LEAGER_AMERICA FIRST,"UNITED STATES SENATOR_TO CONGRESS DIST. 8_TERM ENDING JAN. 3, 2025_",MARINETTE,V,WAUSAUKEE
VILLAGE OF WAUSAUKEE - W 1,NA,SCATTERING,"UNITED STATES SENATOR_TO CONGRESS DIST. 8_TERM ENDING JAN. 3, 2025_",MARINETTE,V,WAUSAUKEE
VILLAGE OF WAUSAUKEE - W 1,NA,LYERLY_DEMOCRATIC,"REPRESENTATIVE_TO CONGRESS DIST. 8_TERM JAN. 3, 2025 - JAN. 3, 2027_",MARINETTE,V,WAUSAUKEE
VILLAGE OF WAUSAUKEE - W 1,NA,WIED_REPUBLICAN,"REPRESENTATIVE_TO CONGRESS DIST. 8_TERM JAN. 3, 2025 - JAN. 3, 2027_",MARINETTE,V,WAUSAUKEE
VILLAGE OF WAUSAUKEE - W 1,NA,SCATTERING,"REPRESENTATIVE_TO CONGRESS DIST. 8_TERM JAN. 3, 2025 - JAN. 3, 2027_",MARINETTE,V,WAUSAUKEE
"MARINETTE - W 1, 2, 3, 4, 5, 6, 7, 8",NA,LYERLY_DEMOCRATIC,"REPRESENTATIVE_TO CONGRESS DIST. 8_TERM ENDING JAN. 3, 2025_",MARINETTE,C,MARINETTE
"MARINETTE - W 1, 2, 3, 4, 5, 6, 7, 8",NA,WIED_REPUBLICAN,"REPRESENTATIVE_TO CONGRESS DIST. 8_TERM ENDING JAN. 3, 2025_",MARINETTE,C,MARINETTE
"MARINETTE - W 1, 2, 3, 4, 5, 6, 7, 8",NA,SCATTERING,"REPRESENTATIVE_TO CONGRESS DIST. 8_TERM ENDING JAN. 3, 2025_",MARINETTE,C,MARINETTE
"MARINETTE - W 1, 2, 3, 4, 5, 6, 7, 8",NA,BALDWIN_DEMOCRATIC,"UNITED STATES SENATOR_TO CONGRESS DIST. 8_TERM ENDING JAN. 3, 2025_",MARINETTE,C,MARINETTE
"MARINETTE - W 1, 2, 3, 4, 5, 6, 7, 8",NA,HOVDE_REPUBLICAN,"UNITED STATES SENATOR_TO CONGRESS DIST. 8_TERM ENDING JAN. 3, 2025_",MARINETTE,C,MARINETTE
"MARINETTE - W 1, 2, 3, 4, 5, 6, 7, 8",NA,ANDERSON_DISRUPT THE_CORRUPTION,"UNITED STATES SENATOR_TO CONGRESS DIST. 8_TERM ENDING JAN. 3, 2025_",MARINETTE,C,MARINETTE
"MARINETTE - W 1, 2, 3, 4, 5, 6, 7, 8",NA,LEAGER_AMERICA FIRST,"UNITED STATES SENATOR_TO CONGRESS DIST. 8_TERM ENDING JAN. 3, 2025_",MARINETTE,C,MARINETTE
"MARINETTE - W 1, 2, 3, 4, 5, 6, 7, 8",NA,SCATTERING,"UNITED STATES SENATOR_TO CONGRESS DIST. 8_TERM ENDING JAN. 3, 2025_",MARINETTE,C,MARINETTE
"MARINETTE - W 1, 2, 3, 4, 5, 6, 7, 8",NA,LYERLY_DEMOCRATIC,"REPRESENTATIVE_TO CONGRESS DIST. 8_TERM JAN. 3, 2025 - JAN. 3, 2027_",MARINETTE,C,MARINETTE
"MARINETTE - W 1, 2, 3, 4, 5, 6, 7, 8",NA,WIED_REPUBLICAN,"REPRESENTATIVE_TO CONGRESS DIST. 8_TERM JAN. 3, 2025 - JAN. 3, 2027_",MARINETTE,C,MARINETTE
"MARINETTE - W 1, 2, 3, 4, 5, 6, 7, 8",NA,SCATTERING,"REPRESENTATIVE_TO CONGRESS DIST. 8_TERM JAN. 3, 2025 - JAN. 3, 2027_",MARINETTE,C,MARINETTE
"NIAGARA - W 1, 2, 3",NA,LYERLY_DEMOCRATIC,"REPRESENTATIVE_TO CONGRESS DIST. 8_TERM ENDING JAN. 3, 2025_",MARINETTE,C,NIAGARA
"NIAGARA - W 1, 2, 3",NA,WIED_REPUBLICAN,"REPRESENTATIVE_TO CONGRESS DIST. 8_TERM ENDING JAN. 3, 2025_",MARINETTE,C,NIAGARA
"NIAGARA - W 1, 2, 3",NA,SCATTERING,"REPRESENTATIVE_TO CONGRESS DIST. 8_TERM ENDING JAN. 3, 2025_",MARINETTE,C,NIAGARA
"NIAGARA - W 1, 2, 3",NA,BALDWIN_DEMOCRATIC,"UNITED STATES SENATOR_TO CONGRESS DIST. 8_TERM ENDING JAN. 3, 2025_",MARINETTE,C,NIAGARA
"NIAGARA - W 1, 2, 3",NA,HOVDE_REPUBLICAN,"UNITED STATES SENATOR_TO CONGRESS DIST. 8_TERM ENDING JAN. 3, 2025_",MARINETTE,C,NIAGARA
"NIAGARA - W 1, 2, 3",NA,ANDERSON_DISRUPT THE_CORRUPTION,"UNITED STATES SENATOR_TO CONGRESS DIST. 8_TERM ENDING JAN. 3, 2025_",MARINETTE,C,NIAGARA
"NIAGARA - W 1, 2, 3",NA,LEAGER_AMERICA FIRST,"UNITED STATES SENATOR_TO CONGRESS DIST. 8_TERM ENDING JAN. 3, 2025_",MARINETTE,C,NIAGARA
"NIAGARA - W 1, 2, 3",NA,SCATTERING,"UNITED STATES SENATOR_TO CONGRESS DIST. 8_TERM ENDING JAN. 3, 2025_",MARINETTE,C,NIAGARA
"NIAGARA - W 1, 2, 3",NA,LYERLY_DEMOCRATIC,"REPRESENTATIVE_TO CONGRESS DIST. 8_TERM JAN. 3, 2025 - JAN. 3, 2027_",MARINETTE,C,NIAGARA
"NIAGARA - W 1, 2, 3",NA,WIED_REPUBLICAN,"REPRESENTATIVE_TO CONGRESS DIST. 8_TERM JAN. 3, 2025 - JAN. 3, 2027_",MARINETTE,C,NIAGARA
"NIAGARA - W 1, 2, 3",NA,SCATTERING,"REPRESENTATIVE_TO CONGRESS DIST. 8_TERM JAN. 3, 2025 - JAN. 3, 2027_",MARINETTE,C,NIAGARA
"PESHTIGO - W 1, 2, 3, 4, 5, 6, 7",NA,LYERLY_DEMOCRATIC,"REPRESENTATIVE_TO CONGRESS DIST. 8_TERM ENDING JAN. 3, 2025_",MARINETTE,C,PESHTIGO
"PESHTIGO - W 1, 2, 3, 4, 5, 6, 7",NA,WIED_REPUBLICAN,"REPRESENTATIVE_TO CONGRESS DIST. 8_TERM ENDING JAN. 3, 2025_",MARINETTE,C,PESHTIGO
"PESHTIGO - W 1, 2, 3, 4, 5, 6, 7",NA,SCATTERING,"REPRESENTATIVE_TO CONGRESS DIST. 8_TERM ENDING JAN. 3, 2025_",MARINETTE,C,PESHTIGO
"PESHTIGO - W 1, 2, 3, 4, 5, 6, 7",NA,BALDWIN_DEMOCRATIC,"UNITED STATES SENATOR_TO CONGRESS DIST. 8_TERM ENDING JAN. 3, 2025_",MARINETTE,C,PESHTIGO
"PESHTIGO - W 1, 2, 3, 4, 5, 6, 7",NA,HOVDE_REPUBLICAN,"UNITED STATES SENATOR_TO CONGRESS DIST. 8_TERM ENDING JAN. 3, 2025_",MARINETTE,C,PESHTIGO
"PESHTIGO - W 1, 2, 3, 4, 5, 6, 7",NA,ANDERSON_DISRUPT THE_CORRUPTION,"UNITED STATES SENATOR_TO CONGRESS DIST. 8_TERM ENDING JAN. 3, 2025_",MARINETTE,C,PESHTIGO
"PESHTIGO - W 1, 2, 3, 4, 5, 6, 7",NA,LEAGER_AMERICA FIRST,"UNITED STATES SENATOR_TO CONGRESS DIST. 8_TERM ENDING JAN. 3, 2025_",MARINETTE,C,PESHTIGO
"PESHTIGO - W 1, 2, 3, 4, 5, 6, 7",NA,SCATTERING,"UNITED STATES SENATOR_TO CONGRESS DIST. 8_TERM ENDING JAN. 3, 2025_",MARINETTE,C,PESHTIGO
"PESHTIGO - W 1, 2, 3, 4, 5, 6, 7",NA,LYERLY_DEMOCRATIC,"REPRESENTATIVE_TO CONGRESS DIST. 8_TERM JAN. 3, 2025 - JAN. 3, 2027_",MARINETTE,C,PESHTIGO
"PESHTIGO - W 1, 2, 3, 4, 5, 6, 7",NA,WIED_REPUBLICAN,"REPRESENTATIVE_TO CONGRESS DIST. 8_TERM JAN. 3, 2025 - JAN. 3, 2027_",MARINETTE,C,PESHTIGO
"PESHTIGO - W 1, 2, 3, 4, 5, 6, 7",NA,SCATTERING,"REPRESENTATIVE_TO CONGRESS DIST. 8_TERM JAN. 3, 2025 - JAN. 3, 2027_",MARINETTE,C,PESHTIGO
TOWN OF AMBERG - W 1,NA,RICH_DEMOCRATIC,STATE SENATOR_DISTRICT 12_,MARINETTE,T,AMBERG
TOWN OF AMBERG - W 1,NA,FELZKOWSKI_REPUBLICAN,STATE SENATOR_DISTRICT 12_,MARINETTE,T,AMBERG
TOWN OF AMBERG - W 1,NA,SCATTERING,STATE SENATOR_DISTRICT 12_,MARINETTE,T,AMBERG
TOWN OF AMBERG - W 1,NA,MURRAY_DEMOCRATIC,REPRESENTATIVE_TO THE ASSEMBLY_DISTRICT 36_,MARINETTE,T,AMBERG
TOWN OF AMBERG - W 1,NA,MURSAU_REPUBLICAN,REPRESENTATIVE_TO THE ASSEMBLY_DISTRICT 36_,MARINETTE,T,AMBERG
TOWN OF AMBERG - W 1,NA,SCATTERING,REPRESENTATIVE_TO THE ASSEMBLY_DISTRICT 36_,MARINETTE,T,AMBERG
TOWN OF AMBERG - W 1,NA,MORROW_REPUBLICAN,DISTRICT_ATTORNEY_DISTRICT 36_,MARINETTE,T,AMBERG
TOWN OF AMBERG - W 1,NA,SCATTERING,DISTRICT_ATTORNEY_DISTRICT 36_,MARINETTE,T,AMBERG
"TOWN OF ATHELSTANE - W 1, 2",NA,RICH_DEMOCRATIC,STATE SENATOR_DISTRICT 12_,MARINETTE,T,ATHELSTANE
"TOWN OF ATHELSTANE - W 1, 2",NA,FELZKOWSKI_REPUBLICAN,STATE SENATOR_DISTRICT 12_,MARINETTE,T,ATHELSTANE
"TOWN OF ATHELSTANE - W 1, 2",NA,SCATTERING,STATE SENATOR_DISTRICT 12_,MARINETTE,T,ATHELSTANE
"TOWN OF ATHELSTANE - W 1, 2",NA,MURRAY_DEMOCRATIC,REPRESENTATIVE_TO THE ASSEMBLY_DISTRICT 36_,MARINETTE,T,ATHELSTANE
"TOWN OF ATHELSTANE - W 1, 2",NA,MURSAU_REPUBLICAN,REPRESENTATIVE_TO THE ASSEMBLY_DISTRICT 36_,MARINETTE,T,ATHELSTANE
"TOWN OF ATHELSTANE - W 1, 2",NA,SCATTERING,REPRESENTATIVE_TO THE ASSEMBLY_DISTRICT 36_,MARINETTE,T,ATHELSTANE
"TOWN OF ATHELSTANE - W 1, 2",NA,MORROW_REPUBLICAN,DISTRICT_ATTORNEY_DISTRICT 36_,MARINETTE,T,ATHELSTANE
"TOWN OF ATHELSTANE - W 1, 2",NA,SCATTERING,DISTRICT_ATTORNEY_DISTRICT 36_,MARINETTE,T,ATHELSTANE
"TOWN OF BEAVER - W 1, 2",NA,RICH_DEMOCRATIC,STATE SENATOR_DISTRICT 12_,MARINETTE,T,BEAVER
"TOWN OF BEAVER - W 1, 2",NA,FELZKOWSKI_REPUBLICAN,STATE SENATOR_DISTRICT 12_,MARINETTE,T,BEAVER
"TOWN OF BEAVER - W 1, 2",NA,SCATTERING,STATE SENATOR_DISTRICT 12_,MARINETTE,T,BEAVER
"TOWN OF BEAVER - W 1, 2",NA,MURRAY_DEMOCRATIC,REPRESENTATIVE_TO THE ASSEMBLY_DISTRICT 36_,MARINETTE,T,BEAVER
"TOWN OF BEAVER - W 1, 2",NA,MURSAU_REPUBLICAN,REPRESENTATIVE_TO THE ASSEMBLY_DISTRICT 36_,MARINETTE,T,BEAVER
"TOWN OF BEAVER - W 1, 2",NA,SCATTERING,REPRESENTATIVE_TO THE ASSEMBLY_DISTRICT 36_,MARINETTE,T,BEAVER
"TOWN OF BEAVER - W 1, 2",NA,MORROW_REPUBLICAN,DISTRICT_ATTORNEY_DISTRICT 36_,MARINETTE,T,BEAVER
"TOWN OF BEAVER - W 1, 2",NA,SCATTERING,DISTRICT_ATTORNEY_DISTRICT 36_,MARINETTE,T,BEAVER
TOWN OF BEECHER - W 1,NA,RICH_DEMOCRATIC,STATE SENATOR_DISTRICT 12_,MARINETTE,T,BEECHER
TOWN OF BEECHER - W 1,NA,FELZKOWSKI_REPUBLICAN,STATE SENATOR_DISTRICT 12_,MARINETTE,T,BEECHER
TOWN OF BEECHER - W 1,NA,SCATTERING,STATE SENATOR_DISTRICT 12_,MARINETTE,T,BEECHER
TOWN OF BEECHER - W 1,NA,MURRAY_DEMOCRATIC,REPRESENTATIVE_TO THE ASSEMBLY_DISTRICT 36_,MARINETTE,T,BEECHER
TOWN OF BEECHER - W 1,NA,MURSAU_REPUBLICAN,REPRESENTATIVE_TO THE ASSEMBLY_DISTRICT 36_,MARINETTE,T,BEECHER
TOWN OF BEECHER - W 1,NA,SCATTERING,REPRESENTATIVE_TO THE ASSEMBLY_DISTRICT 36_,MARINETTE,T,BEECHER
TOWN OF BEECHER - W 1,NA,MORROW_REPUBLICAN,DISTRICT_ATTORNEY_DISTRICT 36_,MARINETTE,T,BEECHER
TOWN OF BEECHER - W 1,NA,SCATTERING,DISTRICT_ATTORNEY_DISTRICT 36_,MARINETTE,T,BEECHER
TOWN OF DUNBAR - W 1,NA,RICH_DEMOCRATIC,STATE SENATOR_DISTRICT 12_,MARINETTE,T,DUNBAR
TOWN OF DUNBAR - W 1,NA,FELZKOWSKI_REPUBLICAN,STATE SENATOR_DISTRICT 12_,MARINETTE,T,DUNBAR
TOWN OF DUNBAR - W 1,NA,SCATTERING,STATE SENATOR_DISTRICT 12_,MARINETTE,T,DUNBAR
TOWN OF DUNBAR - W 1,NA,MURRAY_DEMOCRATIC,REPRESENTATIVE_TO THE ASSEMBLY_DISTRICT 36_,MARINETTE,T,DUNBAR
TOWN OF DUNBAR - W 1,NA,MURSAU_REPUBLICAN,REPRESENTATIVE_TO THE ASSEMBLY_DISTRICT 36_,MARINETTE,T,DUNBAR
TOWN OF DUNBAR - W 1,NA,SCATTERING,REPRESENTATIVE_TO THE ASSEMBLY_DISTRICT 36_,MARINETTE,T,DUNBAR
TOWN OF DUNBAR - W 1,NA,MORROW_REPUBLICAN,DISTRICT_ATTORNEY_DISTRICT 36_,MARINETTE,T,DUNBAR
TOWN OF DUNBAR - W 1,NA,SCATTERING,DISTRICT_ATTORNEY_DISTRICT 36_,MARINETTE,T,DUNBAR
TOWN OF GOODMAN - W 1,NA,RICH_DEMOCRATIC,STATE SENATOR_DISTRICT 12_,MARINETTE,T,GOODMAN
TOWN OF GOODMAN - W 1,NA,FELZKOWSKI_REPUBLICAN,STATE SENATOR_DISTRICT 12_,MARINETTE,T,GOODMAN
TOWN OF GOODMAN - W 1,NA,SCATTERING,STATE SENATOR_DISTRICT 12_,MARINETTE,T,GOODMAN
TOWN OF GOODMAN - W 1,NA,MURRAY_DEMOCRATIC,REPRESENTATIVE_TO THE ASSEMBLY_DISTRICT 36_,MARINETTE,T,GOODMAN
TOWN OF GOODMAN - W 1,NA,MURSAU_REPUBLICAN,REPRESENTATIVE_TO THE ASSEMBLY_DISTRICT 36_,MARINETTE,T,GOODMAN
TOWN OF GOODMAN - W 1,NA,SCATTERING,REPRESENTATIVE_TO THE ASSEMBLY_DISTRICT 36_,MARINETTE,T,GOODMAN
TOWN OF GOODMAN - W 1,NA,MORROW_REPUBLICAN,DISTRICT_ATTORNEY_DISTRICT 36_,MARINETTE,T,GOODMAN
TOWN OF GOODMAN - W 1,NA,SCATTERING,DISTRICT_ATTORNEY_DISTRICT 36_,MARINETTE,T,GOODMAN
"TOWN OF GROVER - W 1, 2, 3,4",NA,RICH_DEMOCRATIC,STATE SENATOR_DISTRICT 12_,MARINETTE,T,GROVER
"TOWN OF GROVER - W 1, 2, 3,4",NA,FELZKOWSKI_REPUBLICAN,STATE SENATOR_DISTRICT 12_,MARINETTE,T,GROVER
"TOWN OF GROVER - W 1, 2, 3,4",NA,SCATTERING,STATE SENATOR_DISTRICT 12_,MARINETTE,T,GROVER
"TOWN OF GROVER - W 1, 2, 3,4",NA,MURRAY_DEMOCRATIC,REPRESENTATIVE_TO THE ASSEMBLY_DISTRICT 36_,MARINETTE,T,GROVER
"TOWN OF GROVER - W 1, 2, 3,4",NA,MURSAU_REPUBLICAN,REPRESENTATIVE_TO THE ASSEMBLY_DISTRICT 36_,MARINETTE,T,GROVER
"TOWN OF GROVER - W 1, 2, 3,4",NA,SCATTERING,REPRESENTATIVE_TO THE ASSEMBLY_DISTRICT 36_,MARINETTE,T,GROVER
"TOWN OF GROVER - W 1, 2, 3,4",NA,MORROW_REPUBLICAN,DISTRICT_ATTORNEY_DISTRICT 36_,MARINETTE,T,GROVER
"TOWN OF GROVER - W 1, 2, 3,4",NA,SCATTERING,DISTRICT_ATTORNEY_DISTRICT 36_,MARINETTE,T,GROVER
"TOWN OF LAKE - W 1, 2",NA,RICH_DEMOCRATIC,STATE SENATOR_DISTRICT 12_,MARINETTE,T,LAKE
"TOWN OF LAKE - W 1, 2",NA,FELZKOWSKI_REPUBLICAN,STATE SENATOR_DISTRICT 12_,MARINETTE,T,LAKE
"TOWN OF LAKE - W 1, 2",NA,SCATTERING,STATE SENATOR_DISTRICT 12_,MARINETTE,T,LAKE
"TOWN OF LAKE - W 1, 2",NA,MURRAY_DEMOCRATIC,REPRESENTATIVE_TO THE ASSEMBLY_DISTRICT 36_,MARINETTE,T,LAKE
"TOWN OF LAKE - W 1, 2",NA,MURSAU_REPUBLICAN,REPRESENTATIVE_TO THE ASSEMBLY_DISTRICT 36_,MARINETTE,T,LAKE
"TOWN OF LAKE - W 1, 2",NA,SCATTERING,REPRESENTATIVE_TO THE ASSEMBLY_DISTRICT 36_,MARINETTE,T,LAKE
"TOWN OF LAKE - W 1, 2",NA,MORROW_REPUBLICAN,DISTRICT_ATTORNEY_DISTRICT 36_,MARINETTE,T,LAKE
"TOWN OF LAKE - W 1, 2",NA,SCATTERING,DISTRICT_ATTORNEY_DISTRICT 36_,MARINETTE,T,LAKE
"TOWN OF MIDDLE INLET - W 1, 2",NA,RICH_DEMOCRATIC,STATE SENATOR_DISTRICT 12_,MARINETTE,T,MIDDLE INLET
"TOWN OF MIDDLE INLET - W 1, 2",NA,FELZKOWSKI_REPUBLICAN,STATE SENATOR_DISTRICT 12_,MARINETTE,T,MIDDLE INLET
"TOWN OF MIDDLE INLET - W 1, 2",NA,SCATTERING,STATE SENATOR_DISTRICT 12_,MARINETTE,T,MIDDLE INLET
"TOWN OF MIDDLE INLET - W 1, 2",NA,MURRAY_DEMOCRATIC,REPRESENTATIVE_TO THE ASSEMBLY_DISTRICT 36_,MARINETTE,T,MIDDLE INLET
"TOWN OF MIDDLE INLET - W 1, 2",NA,MURSAU_REPUBLICAN,REPRESENTATIVE_TO THE ASSEMBLY_DISTRICT 36_,MARINETTE,T,MIDDLE INLET
"TOWN OF MIDDLE INLET - W 1, 2",NA,SCATTERING,REPRESENTATIVE_TO THE ASSEMBLY_DISTRICT 36_,MARINETTE,T,MIDDLE INLET
"TOWN OF MIDDLE INLET - W 1, 2",NA,MORROW_REPUBLICAN,DISTRICT_ATTORNEY_DISTRICT 36_,MARINETTE,T,MIDDLE INLET
"TOWN OF MIDDLE INLET - W 1, 2",NA,SCATTERING,DISTRICT_ATTORNEY_DISTRICT 36_,MARINETTE,T,MIDDLE INLET
TOWN OF NIAGARA - W 1,NA,RICH_DEMOCRATIC,STATE SENATOR_DISTRICT 12_,MARINETTE,T,NIAGARA
TOWN OF NIAGARA - W 1,NA,FELZKOWSKI_REPUBLICAN,STATE SENATOR_DISTRICT 12_,MARINETTE,T,NIAGARA
TOWN OF NIAGARA - W 1,NA,SCATTERING,STATE SENATOR_DISTRICT 12_,MARINETTE,T,NIAGARA
TOWN OF NIAGARA - W 1,NA,MURRAY_DEMOCRATIC,REPRESENTATIVE_TO THE ASSEMBLY_DISTRICT 36_,MARINETTE,T,NIAGARA
TOWN OF NIAGARA - W 1,NA,MURSAU_REPUBLICAN,REPRESENTATIVE_TO THE ASSEMBLY_DISTRICT 36_,MARINETTE,T,NIAGARA
TOWN OF NIAGARA - W 1,NA,SCATTERING,REPRESENTATIVE_TO THE ASSEMBLY_DISTRICT 36_,MARINETTE,T,NIAGARA
TOWN OF NIAGARA - W 1,NA,MORROW_REPUBLICAN,DISTRICT_ATTORNEY_DISTRICT 36_,MARINETTE,T,NIAGARA
TOWN OF NIAGARA - W 1,NA,SCATTERING,DISTRICT_ATTORNEY_DISTRICT 36_,MARINETTE,T,NIAGARA
"TOWN OF PEMBINE - W 1, 2",NA,RICH_DEMOCRATIC,STATE SENATOR_DISTRICT 12_,MARINETTE,T,PEMBINE
"TOWN OF PEMBINE - W 1, 2",NA,FELZKOWSKI_REPUBLICAN,STATE SENATOR_DISTRICT 12_,MARINETTE,T,PEMBINE
"TOWN OF PEMBINE - W 1, 2",NA,SCATTERING,STATE SENATOR_DISTRICT 12_,MARINETTE,T,PEMBINE
"TOWN OF PEMBINE - W 1, 2",NA,MURRAY_DEMOCRATIC,REPRESENTATIVE_TO THE ASSEMBLY_DISTRICT 36_,MARINETTE,T,PEMBINE
"TOWN OF PEMBINE - W 1, 2",NA,MURSAU_REPUBLICAN,REPRESENTATIVE_TO THE ASSEMBLY_DISTRICT 36_,MARINETTE,T,PEMBINE
"TOWN OF PEMBINE - W 1, 2",NA,SCATTERING,REPRESENTATIVE_TO THE ASSEMBLY_DISTRICT 36_,MARINETTE,T,PEMBINE
"TOWN OF PEMBINE - W 1, 2",NA,MORROW_REPUBLICAN,DISTRICT_ATTORNEY_DISTRICT 36_,MARINETTE,T,PEMBINE
"TOWN OF PEMBINE - W 1, 2",NA,SCATTERING,DISTRICT_ATTORNEY_DISTRICT 36_,MARINETTE,T,PEMBINE
"TOWN OF PESHTIGO - W 1, 2",NA,RICH_DEMOCRATIC,STATE SENATOR_DISTRICT 12_,MARINETTE,T,PESHTIGO
"TOWN OF PESHTIGO - W 1, 2",NA,FELZKOWSKI_REPUBLICAN,STATE SENATOR_DISTRICT 12_,MARINETTE,T,PESHTIGO
"TOWN OF PESHTIGO - W 1, 2",NA,SCATTERING,STATE SENATOR_DISTRICT 12_,MARINETTE,T,PESHTIGO
"TOWN OF PESHTIGO - W 1, 2",NA,MURRAY_DEMOCRATIC,REPRESENTATIVE_TO THE ASSEMBLY_DISTRICT 36_,MARINETTE,T,PESHTIGO
"TOWN OF PESHTIGO - W 1, 2",NA,MURSAU_REPUBLICAN,REPRESENTATIVE_TO THE ASSEMBLY_DISTRICT 36_,MARINETTE,T,PESHTIGO
"TOWN OF PESHTIGO - W 1, 2",NA,SCATTERING,REPRESENTATIVE_TO THE ASSEMBLY_DISTRICT 36_,MARINETTE,T,PESHTIGO
"TOWN OF PESHTIGO - W 1, 2",NA,MORROW_REPUBLICAN,DISTRICT_ATTORNEY_DISTRICT 36_,MARINETTE,T,PESHTIGO
"TOWN OF PESHTIGO - W 1, 2",NA,SCATTERING,DISTRICT_ATTORNEY_DISTRICT 36_,MARINETTE,T,PESHTIGO
"TOWN OF PESHTIGO - W 3, 4",NA,RICH_DEMOCRATIC,STATE SENATOR_DISTRICT 12_,MARINETTE,T,PESHTIGO
"TOWN OF PESHTIGO - W 3, 4",NA,FELZKOWSKI_REPUBLICAN,STATE SENATOR_DISTRICT 12_,MARINETTE,T,PESHTIGO
"TOWN OF PESHTIGO - W 3, 4",NA,SCATTERING,STATE SENATOR_DISTRICT 12_,MARINETTE,T,PESHTIGO
"TOWN OF PESHTIGO - W 3, 4",NA,MURRAY_DEMOCRATIC,REPRESENTATIVE_TO THE ASSEMBLY_DISTRICT 36_,MARINETTE,T,PESHTIGO
"TOWN OF PESHTIGO - W 3, 4",NA,MURSAU_REPUBLICAN,REPRESENTATIVE_TO THE ASSEMBLY_DISTRICT 36_,MARINETTE,T,PESHTIGO
"TOWN OF PESHTIGO - W 3, 4",NA,SCATTERING,REPRESENTATIVE_TO THE ASSEMBLY_DISTRICT 36_,MARINETTE,T,PESHTIGO
"TOWN OF PESHTIGO - W 3, 4",NA,MORROW_REPUBLICAN,DISTRICT_ATTORNEY_DISTRICT 36_,MARINETTE,T,PESHTIGO
"TOWN OF PESHTIGO - W 3, 4",NA,SCATTERING,DISTRICT_ATTORNEY_DISTRICT 36_,MARINETTE,T,PESHTIGO
"TOWN OF PESHTIGO - W 5, 6",NA,RICH_DEMOCRATIC,STATE SENATOR_DISTRICT 12_,MARINETTE,T,PESHTIGO
"TOWN OF PESHTIGO - W 5, 6",NA,FELZKOWSKI_REPUBLICAN,STATE SENATOR_DISTRICT 12_,MARINETTE,T,PESHTIGO
"TOWN OF PESHTIGO - W 5, 6",NA,SCATTERING,STATE SENATOR_DISTRICT 12_,MARINETTE,T,PESHTIGO
"TOWN OF PESHTIGO - W 5, 6",NA,MURRAY_DEMOCRATIC,REPRESENTATIVE_TO THE ASSEMBLY_DISTRICT 36_,MARINETTE,T,PESHTIGO
"TOWN OF PESHTIGO - W 5, 6",NA,MURSAU_REPUBLICAN,REPRESENTATIVE_TO THE ASSEMBLY_DISTRICT 36_,MARINETTE,T,PESHTIGO
"TOWN OF PESHTIGO - W 5, 6",NA,SCATTERING,REPRESENTATIVE_TO THE ASSEMBLY_DISTRICT 36_,MARINETTE,T,PESHTIGO
"TOWN OF PESHTIGO - W 5, 6",NA,MORROW_REPUBLICAN,DISTRICT_ATTORNEY_DISTRICT 36_,MARINETTE,T,PESHTIGO
"TOWN OF PESHTIGO - W 5, 6",NA,SCATTERING,DISTRICT_ATTORNEY_DISTRICT 36_,MARINETTE,T,PESHTIGO
"TOWN OF PORTERFIELD - W 1, 2, 3, 4",NA,RICH_DEMOCRATIC,STATE SENATOR_DISTRICT 12_,MARINETTE,T,PORTERFIELD
"TOWN OF PORTERFIELD - W 1, 2, 3, 4",NA,FELZKOWSKI_REPUBLICAN,STATE SENATOR_DISTRICT 12_,MARINETTE,T,PORTERFIELD
"TOWN OF PORTERFIELD - W 1, 2, 3, 4",NA,SCATTERING,STATE SENATOR_DISTRICT 12_,MARINETTE,T,PORTERFIELD
"TOWN OF PORTERFIELD - W 1, 2, 3, 4",NA,MURRAY_DEMOCRATIC,REPRESENTATIVE_TO THE ASSEMBLY_DISTRICT 36_,MARINETTE,T,PORTERFIELD
"TOWN OF PORTERFIELD - W 1, 2, 3, 4",NA,MURSAU_REPUBLICAN,REPRESENTATIVE_TO THE ASSEMBLY_DISTRICT 36_,MARINETTE,T,PORTERFIELD
"TOWN OF PORTERFIELD - W 1, 2, 3, 4",NA,SCATTERING,REPRESENTATIVE_TO THE ASSEMBLY_DISTRICT 36_,MARINETTE,T,PORTERFIELD
"TOWN OF PORTERFIELD - W 1, 2, 3, 4",NA,MORROW_REPUBLICAN,DISTRICT_ATTORNEY_DISTRICT 36_,MARINETTE,T,PORTERFIELD
"TOWN OF PORTERFIELD - W 1, 2, 3, 4",NA,SCATTERING,DISTRICT_ATTORNEY_DISTRICT 36_,MARINETTE,T,PORTERFIELD
"TOWN OF POUND - W 1, 2, 3",NA,RICH_DEMOCRATIC,STATE SENATOR_DISTRICT 12_,MARINETTE,T,POUND
"TOWN OF POUND - W 1, 2, 3",NA,FELZKOWSKI_REPUBLICAN,STATE SENATOR_DISTRICT 12_,MARINETTE,T,POUND
