reporting_unit,contest,candidate,votes,county,ctv,municipality
CITY OF BELOIT WARD 29,VOTERS AND BALLOTS,REGISTERED VOTERS - TOTAL,5,ROCK,C,BELOIT 
CITY OF BELOIT WARD 29,VOTERS AND BALLOTS,BALLOTS CAST - TOTAL,4,ROCK,C,BELOIT 
CITY OF BELOIT WARD 30,VOTERS AND BALLOTS,REGISTERED VOTERS - TOTAL,3,ROCK,C,BELOIT 
CITY OF BELOIT WARD 30,VOTERS AND BALLOTS,BALLOTS CAST - TOTAL,3,ROCK,C,BELOIT 
CITY OF BELOIT WARD 31,VOTERS AND BALLOTS,REGISTERED VOTERS - TOTAL,1,ROCK,C,BELOIT 
CITY OF BELOIT WARD 31,VOTERS AND BALLOTS,BALLOTS CAST - TOTAL,1,ROCK,C,BELOIT 
CITY OF BRODHEAD WARDS 7 - 8,VOTERS AND BALLOTS,REGISTERED VOTERS - TOTAL,61,ROCK,C,BRODHEAD 
CITY OF BRODHEAD WARDS 7 - 8,VOTERS AND BALLOTS,BALLOTS CAST - TOTAL,61,ROCK,C,BRODHEAD 
"CITY OF EDGERTON WARDS 1 - 6, 8",VOTERS AND BALLOTS,REGISTERED VOTERS - TOTAL,3565,ROCK,C,EDGERTON 
"CITY OF EDGERTON WARDS 1 - 6, 8",VOTERS AND BALLOTS,BALLOTS CAST - TOTAL,3421,ROCK,C,EDGERTON 
CITY OF EVANSVILLE,VOTERS AND BALLOTS,REGISTERED VOTERS - TOTAL,3684,ROCK,C,EVANSVILLE
CITY OF EVANSVILLE,VOTERS AND BALLOTS,BALLOTS CAST - TOTAL,1526,ROCK,C,EVANSVILLE
CITY OF JANESVILLE WARD 1,VOTERS AND BALLOTS,REGISTERED VOTERS - TOTAL,1498,ROCK,C,JANESVILLE 
CITY OF JANESVILLE WARD 1,VOTERS AND BALLOTS,BALLOTS CAST - TOTAL,1401,ROCK,C,JANESVILLE 
CITY OF JANESVILLE WARD 2,VOTERS AND BALLOTS,REGISTERED VOTERS - TOTAL,1488,ROCK,C,JANESVILLE 
CITY OF JANESVILLE WARD 2,VOTERS AND BALLOTS,BALLOTS CAST - TOTAL,1356,ROCK,C,JANESVILLE 
