contest,candidate,reporting_unit,votes,county,ctv,municipality
PRESIDENT,KENNEDY,TOWN OF TWO CREEKS WARD 1,3,MANITOWOC,T,TWO CREEKS
PRESIDENT,KENNEDY,TOWN OF TWO RIVERS WARDS 1-3,4,MANITOWOC,T,TWO RIVERS
PRESIDENT,KENNEDY,VILLAGE OF CLEVELAND WARDS 1-2,5,MANITOWOC,V,CLEVELAND
PRESIDENT,KENNEDY,VILLAGE OF FRANCIS CREEK WARD 1,2,MANITOWOC,V,FRANCIS CREEK
PRESIDENT,KENNEDY,VILLAGE OF KELLNERSVILLE WARD 1,3,MANITOWOC,V,KELLNERSVILLE
PRESIDENT,KENNEDY,VILLAGE OF MARIBEL WARD 1,1,MANITOWOC,V,MARIBEL
PRESIDENT,KENNEDY,VILLAGE OF MISHICOT WARDS 1-4,5,MANITOWOC,V,MISHICOT
PRESIDENT,KENNEDY,VILLAGE OF REEDSVILLE WARDS 1-2,11,MANITOWOC,V,REEDSVILLE
PRESIDENT,KENNEDY,VILLAGE OF ST NAZIANZ WARD 1,1,MANITOWOC,V,ST NAZIANZ
PRESIDENT,KENNEDY,VILLAGE OF VALDERS WARD 1,6,MANITOWOC,V,VALDERS
PRESIDENT,KENNEDY,VILLAGE OF WHITELAW WARD 1,7,MANITOWOC,V,WHITELAW
PRESIDENT,KENNEDY,"CITY OF KIEL WARDS 1-6,8",19,MANITOWOC,C,KIEL
PRESIDENT,KENNEDY,CITY OF MANITOWOC WARDS 1-2,8,MANITOWOC,C,MANITOWOC
PRESIDENT,KENNEDY,CITY OF MANITOWOC WARDS 3-4,13,MANITOWOC,C,MANITOWOC
PRESIDENT,KENNEDY,CITY OF MANITOWOC WARDS 5-6,9,MANITOWOC,C,MANITOWOC
PRESIDENT,KENNEDY,CITY OF MANITOWOC WARDS 7-8,5,MANITOWOC,C,MANITOWOC
PRESIDENT,KENNEDY,CITY OF MANITOWOC WARDS 9-10,8,MANITOWOC,C,MANITOWOC
PRESIDENT,KENNEDY,CITY OF MANITOWOC WARDS 11-12,20,MANITOWOC,C,MANITOWOC
PRESIDENT,KENNEDY,"CITY OF MANITOWOC WARDS 13-14,23",9,MANITOWOC,C,MANITOWOC
PRESIDENT,KENNEDY,CITY OF MANITOWOC WARDS 15-16,8,MANITOWOC,C,MANITOWOC
PRESIDENT,KENNEDY,"CITY OF MANITOWOC WARDS 17-18,21-22",8,MANITOWOC,C,MANITOWOC
PRESIDENT,KENNEDY,CITY OF MANITOWOC WARDS 19-20,16,MANITOWOC,C,MANITOWOC
PRESIDENT,KENNEDY,CITY OF TWO RIVERS WARDS 1-5,18,MANITOWOC,C,TWO RIVERS
PRESIDENT,KENNEDY,CITY OF TWO RIVERS WARDS 6-8,9,MANITOWOC,C,TWO RIVERS
PRESIDENT,RW-SONSKI,TOWN OF CATO WARDS 1-3,0,MANITOWOC,T,CATO
PRESIDENT,RW-SONSKI,TOWN OF CENTERVILLE WARD 1,0,MANITOWOC,T,CENTERVILLE
PRESIDENT,RW-SONSKI,TOWN OF COOPERSTOWN WARDS 1-2,0,MANITOWOC,T,COOPERSTOWN
PRESIDENT,RW-SONSKI,TOWN OF EATON WARD 1,0,MANITOWOC,T,EATON
PRESIDENT,RW-SONSKI,TOWN OF FRANKLIN WARDS 1-3,0,MANITOWOC,T,FRANKLIN
PRESIDENT,RW-SONSKI,TOWN OF GIBSON WARDS 1-2,0,MANITOWOC,T,GIBSON
PRESIDENT,RW-SONSKI,TOWN OF KOSSUTH WARDS 1-3,0,MANITOWOC,T,KOSSUTH
PRESIDENT,RW-SONSKI,TOWN OF LIBERTY WARDS 1-2,0,MANITOWOC,T,LIBERTY
PRESIDENT,RW-SONSKI,TOWN OF MANITOWOC WARDS 1-2,0,MANITOWOC,T,MANITOWOC
PRESIDENT,RW-SONSKI,TOWN OF MANITOWOC RAPIDS WARDS 1-4,0,MANITOWOC,T,MANITOWOC RAPIDS
PRESIDENT,RW-SONSKI,TOWN OF MAPLE GROVE WARD 1,0,MANITOWOC,T,MAPLE GROVE
PRESIDENT,RW-SONSKI,TOWN OF MEEME WARDS 1-2,0,MANITOWOC,T,MEEME
PRESIDENT,RW-SONSKI,TOWN OF MISHICOT WARDS 1-2,0,MANITOWOC,T,MISHICOT
PRESIDENT,RW-SONSKI,TOWN OF NEWTON WARDS 1-3,0,MANITOWOC,T,NEWTON
PRESIDENT,RW-SONSKI,TOWN OF ROCKLAND WARDS 1-2,0,MANITOWOC,T,ROCKLAND
PRESIDENT,RW-SONSKI,TOWN OF SCHLESWIG WARDS 1-2,0,MANITOWOC,T,SCHLESWIG
PRESIDENT,RW-SONSKI,TOWN OF TWO CREEKS WARD 1,0,MANITOWOC,T,TWO CREEKS
PRESIDENT,RW-SONSKI,TOWN OF TWO RIVERS WARDS 1-3,0,MANITOWOC,T,TWO RIVERS
PRESIDENT,RW-SONSKI,VILLAGE OF CLEVELAND WARDS 1-2,0,MANITOWOC,V,CLEVELAND
PRESIDENT,RW-SONSKI,VILLAGE OF FRANCIS CREEK WARD 1,0,MANITOWOC,V,FRANCIS CREEK
PRESIDENT,RW-SONSKI,VILLAGE OF KELLNERSVILLE WARD 1,0,MANITOWOC,V,KELLNERSVILLE
PRESIDENT,RW-SONSKI,VILLAGE OF MARIBEL WARD 1,0,MANITOWOC,V,MARIBEL
PRESIDENT,RW-SONSKI,VILLAGE OF MISHICOT WARDS 1-4,0,MANITOWOC,V,MISHICOT
PRESIDENT,RW-SONSKI,VILLAGE OF REEDSVILLE WARDS 1-2,0,MANITOWOC,V,REEDSVILLE
PRESIDENT,RW-SONSKI,VILLAGE OF ST NAZIANZ WARD 1,0,MANITOWOC,V,ST NAZIANZ
PRESIDENT,RW-SONSKI,VILLAGE OF VALDERS WARD 1,0,MANITOWOC,V,VALDERS
PRESIDENT,RW-SONSKI,VILLAGE OF WHITELAW WARD 1,0,MANITOWOC,V,WHITELAW
PRESIDENT,RW-SONSKI,"CITY OF KIEL WARDS 1-6,8",0,MANITOWOC,C,KIEL
PRESIDENT,RW-SONSKI,CITY OF MANITOWOC WARDS 1-2,0,MANITOWOC,C,MANITOWOC
PRESIDENT,RW-SONSKI,CITY OF MANITOWOC WARDS 3-4,0,MANITOWOC,C,MANITOWOC
PRESIDENT,RW-SONSKI,CITY OF MANITOWOC WARDS 5-6,0,MANITOWOC,C,MANITOWOC
PRESIDENT,RW-SONSKI,CITY OF MANITOWOC WARDS 7-8,0,MANITOWOC,C,MANITOWOC
PRESIDENT,RW-SONSKI,CITY OF MANITOWOC WARDS 9-10,0,MANITOWOC,C,MANITOWOC
PRESIDENT,RW-SONSKI,CITY OF MANITOWOC WARDS 11-12,2,MANITOWOC,C,MANITOWOC
PRESIDENT,RW-SONSKI,"CITY OF MANITOWOC WARDS 13-14,23",0,MANITOWOC,C,MANITOWOC
PRESIDENT,RW-SONSKI,CITY OF MANITOWOC WARDS 15-16,0,MANITOWOC,C,MANITOWOC
PRESIDENT,RW-SONSKI,"CITY OF MANITOWOC WARDS 17-18,21-22",0,MANITOWOC,C,MANITOWOC
PRESIDENT,RW-SONSKI,CITY OF MANITOWOC WARDS 19-20,0,MANITOWOC,C,MANITOWOC
PRESIDENT,RW-SONSKI,CITY OF TWO RIVERS WARDS 1-5,0,MANITOWOC,C,TWO RIVERS
PRESIDENT,RW-SONSKI,CITY OF TWO RIVERS WARDS 6-8,0,MANITOWOC,C,TWO RIVERS
PRESIDENT,RW-FOX,TOWN OF CATO WARDS 1-3,0,MANITOWOC,T,CATO
PRESIDENT,RW-FOX,TOWN OF CENTERVILLE WARD 1,0,MANITOWOC,T,CENTERVILLE
PRESIDENT,RW-FOX,TOWN OF COOPERSTOWN WARDS 1-2,0,MANITOWOC,T,COOPERSTOWN
PRESIDENT,RW-FOX,TOWN OF EATON WARD 1,0,MANITOWOC,T,EATON
PRESIDENT,RW-FOX,TOWN OF FRANKLIN WARDS 1-3,0,MANITOWOC,T,FRANKLIN
PRESIDENT,RW-FOX,TOWN OF GIBSON WARDS 1-2,0,MANITOWOC,T,GIBSON
PRESIDENT,RW-FOX,TOWN OF KOSSUTH WARDS 1-3,0,MANITOWOC,T,KOSSUTH
PRESIDENT,RW-FOX,TOWN OF LIBERTY WARDS 1-2,0,MANITOWOC,T,LIBERTY
PRESIDENT,RW-FOX,TOWN OF MANITOWOC WARDS 1-2,0,MANITOWOC,T,MANITOWOC
PRESIDENT,RW-FOX,TOWN OF MANITOWOC RAPIDS WARDS 1-4,0,MANITOWOC,T,MANITOWOC RAPIDS
PRESIDENT,RW-FOX,TOWN OF MAPLE GROVE WARD 1,0,MANITOWOC,T,MAPLE GROVE
PRESIDENT,RW-FOX,TOWN OF MEEME WARDS 1-2,0,MANITOWOC,T,MEEME
PRESIDENT,RW-FOX,TOWN OF MISHICOT WARDS 1-2,0,MANITOWOC,T,MISHICOT
PRESIDENT,RW-FOX,TOWN OF NEWTON WARDS 1-3,0,MANITOWOC,T,NEWTON
PRESIDENT,RW-FOX,TOWN OF ROCKLAND WARDS 1-2,0,MANITOWOC,T,ROCKLAND
PRESIDENT,RW-FOX,TOWN OF SCHLESWIG WARDS 1-2,0,MANITOWOC,T,SCHLESWIG
PRESIDENT,RW-FOX,TOWN OF TWO CREEKS WARD 1,0,MANITOWOC,T,TWO CREEKS
PRESIDENT,RW-FOX,TOWN OF TWO RIVERS WARDS 1-3,0,MANITOWOC,T,TWO RIVERS
PRESIDENT,RW-FOX,VILLAGE OF CLEVELAND WARDS 1-2,0,MANITOWOC,V,CLEVELAND
PRESIDENT,RW-FOX,VILLAGE OF FRANCIS CREEK WARD 1,0,MANITOWOC,V,FRANCIS CREEK
PRESIDENT,RW-FOX,VILLAGE OF KELLNERSVILLE WARD 1,0,MANITOWOC,V,KELLNERSVILLE
PRESIDENT,RW-FOX,VILLAGE OF MARIBEL WARD 1,0,MANITOWOC,V,MARIBEL
PRESIDENT,RW-FOX,VILLAGE OF MISHICOT WARDS 1-4,0,MANITOWOC,V,MISHICOT
PRESIDENT,RW-FOX,VILLAGE OF REEDSVILLE WARDS 1-2,0,MANITOWOC,V,REEDSVILLE
PRESIDENT,RW-FOX,VILLAGE OF ST NAZIANZ WARD 1,0,MANITOWOC,V,ST NAZIANZ
PRESIDENT,RW-FOX,VILLAGE OF VALDERS WARD 1,0,MANITOWOC,V,VALDERS
PRESIDENT,RW-FOX,VILLAGE OF WHITELAW WARD 1,0,MANITOWOC,V,WHITELAW
PRESIDENT,RW-FOX,"CITY OF KIEL WARDS 1-6,8",0,MANITOWOC,C,KIEL
PRESIDENT,RW-FOX,CITY OF MANITOWOC WARDS 1-2,3,MANITOWOC,C,MANITOWOC
PRESIDENT,RW-FOX,CITY OF MANITOWOC WARDS 3-4,0,MANITOWOC,C,MANITOWOC
PRESIDENT,RW-FOX,CITY OF MANITOWOC WARDS 5-6,0,MANITOWOC,C,MANITOWOC
PRESIDENT,RW-FOX,CITY OF MANITOWOC WARDS 7-8,0,MANITOWOC,C,MANITOWOC
PRESIDENT,RW-FOX,CITY OF MANITOWOC WARDS 9-10,0,MANITOWOC,C,MANITOWOC
PRESIDENT,RW-FOX,CITY OF MANITOWOC WARDS 11-12,0,MANITOWOC,C,MANITOWOC
PRESIDENT,RW-FOX,"CITY OF MANITOWOC WARDS 13-14,23",0,MANITOWOC,C,MANITOWOC
PRESIDENT,RW-FOX,CITY OF MANITOWOC WARDS 15-16,0,MANITOWOC,C,MANITOWOC
PRESIDENT,RW-FOX,"CITY OF MANITOWOC WARDS 17-18,21-22",0,MANITOWOC,C,MANITOWOC
PRESIDENT,RW-FOX,CITY OF MANITOWOC WARDS 19-20,0,MANITOWOC,C,MANITOWOC
PRESIDENT,RW-FOX,CITY OF TWO RIVERS WARDS 1-5,0,MANITOWOC,C,TWO RIVERS
PRESIDENT,RW-FOX,CITY OF TWO RIVERS WARDS 6-8,0,MANITOWOC,C,TWO RIVERS
PRESIDENT,RW-KIENITZ,TOWN OF CATO WARDS 1-3,0,MANITOWOC,T,CATO
PRESIDENT,RW-KIENITZ,TOWN OF CENTERVILLE WARD 1,0,MANITOWOC,T,CENTERVILLE
PRESIDENT,RW-KIENITZ,TOWN OF COOPERSTOWN WARDS 1-2,0,MANITOWOC,T,COOPERSTOWN
PRESIDENT,RW-KIENITZ,TOWN OF EATON WARD 1,0,MANITOWOC,T,EATON
PRESIDENT,RW-KIENITZ,TOWN OF FRANKLIN WARDS 1-3,0,MANITOWOC,T,FRANKLIN
PRESIDENT,RW-KIENITZ,TOWN OF GIBSON WARDS 1-2,0,MANITOWOC,T,GIBSON
PRESIDENT,RW-KIENITZ,TOWN OF KOSSUTH WARDS 1-3,0,MANITOWOC,T,KOSSUTH
PRESIDENT,RW-KIENITZ,TOWN OF LIBERTY WARDS 1-2,0,MANITOWOC,T,LIBERTY
PRESIDENT,RW-KIENITZ,TOWN OF MANITOWOC WARDS 1-2,0,MANITOWOC,T,MANITOWOC
PRESIDENT,RW-KIENITZ,TOWN OF MANITOWOC RAPIDS WARDS 1-4,0,MANITOWOC,T,MANITOWOC RAPIDS
PRESIDENT,RW-KIENITZ,TOWN OF MAPLE GROVE WARD 1,0,MANITOWOC,T,MAPLE GROVE
PRESIDENT,RW-KIENITZ,TOWN OF MEEME WARDS 1-2,0,MANITOWOC,T,MEEME
PRESIDENT,RW-KIENITZ,TOWN OF MISHICOT WARDS 1-2,0,MANITOWOC,T,MISHICOT
PRESIDENT,RW-KIENITZ,TOWN OF NEWTON WARDS 1-3,0,MANITOWOC,T,NEWTON
PRESIDENT,RW-KIENITZ,TOWN OF ROCKLAND WARDS 1-2,0,MANITOWOC,T,ROCKLAND
PRESIDENT,RW-KIENITZ,TOWN OF SCHLESWIG WARDS 1-2,0,MANITOWOC,T,SCHLESWIG
PRESIDENT,RW-KIENITZ,TOWN OF TWO CREEKS WARD 1,0,MANITOWOC,T,TWO CREEKS
PRESIDENT,RW-KIENITZ,TOWN OF TWO RIVERS WARDS 1-3,0,MANITOWOC,T,TWO RIVERS
PRESIDENT,RW-KIENITZ,VILLAGE OF CLEVELAND WARDS 1-2,0,MANITOWOC,V,CLEVELAND
PRESIDENT,RW-KIENITZ,VILLAGE OF FRANCIS CREEK WARD 1,0,MANITOWOC,V,FRANCIS CREEK
PRESIDENT,RW-KIENITZ,VILLAGE OF KELLNERSVILLE WARD 1,0,MANITOWOC,V,KELLNERSVILLE
PRESIDENT,RW-KIENITZ,VILLAGE OF MARIBEL WARD 1,0,MANITOWOC,V,MARIBEL
PRESIDENT,RW-KIENITZ,VILLAGE OF MISHICOT WARDS 1-4,0,MANITOWOC,V,MISHICOT
PRESIDENT,RW-KIENITZ,VILLAGE OF REEDSVILLE WARDS 1-2,0,MANITOWOC,V,REEDSVILLE
PRESIDENT,RW-KIENITZ,VILLAGE OF ST NAZIANZ WARD 1,0,MANITOWOC,V,ST NAZIANZ
PRESIDENT,RW-KIENITZ,VILLAGE OF VALDERS WARD 1,0,MANITOWOC,V,VALDERS
PRESIDENT,RW-KIENITZ,VILLAGE OF WHITELAW WARD 1,0,MANITOWOC,V,WHITELAW
PRESIDENT,RW-KIENITZ,"CITY OF KIEL WARDS 1-6,8",0,MANITOWOC,C,KIEL
PRESIDENT,RW-KIENITZ,CITY OF MANITOWOC WARDS 1-2,3,MANITOWOC,C,MANITOWOC
PRESIDENT,RW-KIENITZ,CITY OF MANITOWOC WARDS 3-4,0,MANITOWOC,C,MANITOWOC
PRESIDENT,RW-KIENITZ,CITY OF MANITOWOC WARDS 5-6,0,MANITOWOC,C,MANITOWOC
PRESIDENT,RW-KIENITZ,CITY OF MANITOWOC WARDS 7-8,0,MANITOWOC,C,MANITOWOC
PRESIDENT,RW-KIENITZ,CITY OF MANITOWOC WARDS 9-10,0,MANITOWOC,C,MANITOWOC
PRESIDENT,RW-KIENITZ,CITY OF MANITOWOC WARDS 11-12,0,MANITOWOC,C,MANITOWOC
PRESIDENT,RW-KIENITZ,"CITY OF MANITOWOC WARDS 13-14,23",0,MANITOWOC,C,MANITOWOC
PRESIDENT,RW-KIENITZ,CITY OF MANITOWOC WARDS 15-16,0,MANITOWOC,C,MANITOWOC
PRESIDENT,RW-KIENITZ,"CITY OF MANITOWOC WARDS 17-18,21-22",0,MANITOWOC,C,MANITOWOC
PRESIDENT,RW-KIENITZ,CITY OF MANITOWOC WARDS 19-20,0,MANITOWOC,C,MANITOWOC
PRESIDENT,RW-KIENITZ,CITY OF TWO RIVERS WARDS 1-5,0,MANITOWOC,C,TWO RIVERS
PRESIDENT,RW-KIENITZ,CITY OF TWO RIVERS WARDS 6-8,0,MANITOWOC,C,TWO RIVERS
PRESIDENT,RW-JENKINS,TOWN OF CATO WARDS 1-3,0,MANITOWOC,T,CATO
PRESIDENT,RW-JENKINS,TOWN OF CENTERVILLE WARD 1,0,MANITOWOC,T,CENTERVILLE
PRESIDENT,RW-JENKINS,TOWN OF COOPERSTOWN WARDS 1-2,0,MANITOWOC,T,COOPERSTOWN
PRESIDENT,RW-JENKINS,TOWN OF EATON WARD 1,0,MANITOWOC,T,EATON
PRESIDENT,RW-JENKINS,TOWN OF FRANKLIN WARDS 1-3,0,MANITOWOC,T,FRANKLIN
PRESIDENT,RW-JENKINS,TOWN OF GIBSON WARDS 1-2,0,MANITOWOC,T,GIBSON
PRESIDENT,RW-JENKINS,TOWN OF KOSSUTH WARDS 1-3,0,MANITOWOC,T,KOSSUTH
PRESIDENT,RW-JENKINS,TOWN OF LIBERTY WARDS 1-2,0,MANITOWOC,T,LIBERTY
PRESIDENT,RW-JENKINS,TOWN OF MANITOWOC WARDS 1-2,0,MANITOWOC,T,MANITOWOC
PRESIDENT,RW-JENKINS,TOWN OF MANITOWOC RAPIDS WARDS 1-4,0,MANITOWOC,T,MANITOWOC RAPIDS
PRESIDENT,RW-JENKINS,TOWN OF MAPLE GROVE WARD 1,0,MANITOWOC,T,MAPLE GROVE
PRESIDENT,RW-JENKINS,TOWN OF MEEME WARDS 1-2,0,MANITOWOC,T,MEEME
PRESIDENT,RW-JENKINS,TOWN OF MISHICOT WARDS 1-2,0,MANITOWOC,T,MISHICOT
PRESIDENT,RW-JENKINS,TOWN OF NEWTON WARDS 1-3,0,MANITOWOC,T,NEWTON
PRESIDENT,RW-JENKINS,TOWN OF ROCKLAND WARDS 1-2,0,MANITOWOC,T,ROCKLAND
PRESIDENT,RW-JENKINS,TOWN OF SCHLESWIG WARDS 1-2,0,MANITOWOC,T,SCHLESWIG
PRESIDENT,RW-JENKINS,TOWN OF TWO CREEKS WARD 1,0,MANITOWOC,T,TWO CREEKS
PRESIDENT,RW-JENKINS,TOWN OF TWO RIVERS WARDS 1-3,0,MANITOWOC,T,TWO RIVERS
PRESIDENT,RW-JENKINS,VILLAGE OF CLEVELAND WARDS 1-2,0,MANITOWOC,V,CLEVELAND
PRESIDENT,RW-JENKINS,VILLAGE OF FRANCIS CREEK WARD 1,0,MANITOWOC,V,FRANCIS CREEK
PRESIDENT,RW-JENKINS,VILLAGE OF KELLNERSVILLE WARD 1,0,MANITOWOC,V,KELLNERSVILLE
PRESIDENT,RW-JENKINS,VILLAGE OF MARIBEL WARD 1,0,MANITOWOC,V,MARIBEL
PRESIDENT,RW-JENKINS,VILLAGE OF MISHICOT WARDS 1-4,0,MANITOWOC,V,MISHICOT
PRESIDENT,RW-JENKINS,VILLAGE OF REEDSVILLE WARDS 1-2,0,MANITOWOC,V,REEDSVILLE
PRESIDENT,RW-JENKINS,VILLAGE OF ST NAZIANZ WARD 1,0,MANITOWOC,V,ST NAZIANZ
PRESIDENT,RW-JENKINS,VILLAGE OF VALDERS WARD 1,0,MANITOWOC,V,VALDERS
PRESIDENT,RW-JENKINS,VILLAGE OF WHITELAW WARD 1,0,MANITOWOC,V,WHITELAW
PRESIDENT,RW-JENKINS,"CITY OF KIEL WARDS 1-6,8",0,MANITOWOC,C,KIEL
PRESIDENT,RW-JENKINS,CITY OF MANITOWOC WARDS 1-2,0,MANITOWOC,C,MANITOWOC
PRESIDENT,RW-JENKINS,CITY OF MANITOWOC WARDS 3-4,0,MANITOWOC,C,MANITOWOC
PRESIDENT,RW-JENKINS,CITY OF MANITOWOC WARDS 5-6,0,MANITOWOC,C,MANITOWOC
PRESIDENT,RW-JENKINS,CITY OF MANITOWOC WARDS 7-8,0,MANITOWOC,C,MANITOWOC
PRESIDENT,RW-JENKINS,CITY OF MANITOWOC WARDS 9-10,0,MANITOWOC,C,MANITOWOC
PRESIDENT,RW-JENKINS,CITY OF MANITOWOC WARDS 11-12,0,MANITOWOC,C,MANITOWOC
PRESIDENT,RW-JENKINS,"CITY OF MANITOWOC WARDS 13-14,23",0,MANITOWOC,C,MANITOWOC
PRESIDENT,RW-JENKINS,CITY OF MANITOWOC WARDS 15-16,0,MANITOWOC,C,MANITOWOC
PRESIDENT,RW-JENKINS,"CITY OF MANITOWOC WARDS 17-18,21-22",0,MANITOWOC,C,MANITOWOC
PRESIDENT,RW-JENKINS,CITY OF MANITOWOC WARDS 19-20,0,MANITOWOC,C,MANITOWOC
PRESIDENT,RW-JENKINS,CITY OF TWO RIVERS WARDS 1-5,0,MANITOWOC,C,TWO RIVERS
PRESIDENT,RW-JENKINS,CITY OF TWO RIVERS WARDS 6-8,0,MANITOWOC,C,TWO RIVERS
PRESIDENT,RW-POTUS,TOWN OF CATO WARDS 1-3,0,MANITOWOC,T,CATO
PRESIDENT,RW-POTUS,TOWN OF CENTERVILLE WARD 1,0,MANITOWOC,T,CENTERVILLE
PRESIDENT,RW-POTUS,TOWN OF COOPERSTOWN WARDS 1-2,0,MANITOWOC,T,COOPERSTOWN
PRESIDENT,RW-POTUS,TOWN OF EATON WARD 1,0,MANITOWOC,T,EATON
PRESIDENT,RW-POTUS,TOWN OF FRANKLIN WARDS 1-3,0,MANITOWOC,T,FRANKLIN
PRESIDENT,RW-POTUS,TOWN OF GIBSON WARDS 1-2,0,MANITOWOC,T,GIBSON
PRESIDENT,RW-POTUS,TOWN OF KOSSUTH WARDS 1-3,0,MANITOWOC,T,KOSSUTH
PRESIDENT,RW-POTUS,TOWN OF LIBERTY WARDS 1-2,0,MANITOWOC,T,LIBERTY
PRESIDENT,RW-POTUS,TOWN OF MANITOWOC WARDS 1-2,0,MANITOWOC,T,MANITOWOC
PRESIDENT,RW-POTUS,TOWN OF MANITOWOC RAPIDS WARDS 1-4,0,MANITOWOC,T,MANITOWOC RAPIDS
PRESIDENT,RW-POTUS,TOWN OF MAPLE GROVE WARD 1,0,MANITOWOC,T,MAPLE GROVE
PRESIDENT,RW-POTUS,TOWN OF MEEME WARDS 1-2,0,MANITOWOC,T,MEEME
PRESIDENT,RW-POTUS,TOWN OF MISHICOT WARDS 1-2,0,MANITOWOC,T,MISHICOT
PRESIDENT,RW-POTUS,TOWN OF NEWTON WARDS 1-3,0,MANITOWOC,T,NEWTON
PRESIDENT,RW-POTUS,TOWN OF ROCKLAND WARDS 1-2,0,MANITOWOC,T,ROCKLAND
PRESIDENT,RW-POTUS,TOWN OF SCHLESWIG WARDS 1-2,0,MANITOWOC,T,SCHLESWIG
PRESIDENT,RW-POTUS,TOWN OF TWO CREEKS WARD 1,0,MANITOWOC,T,TWO CREEKS
PRESIDENT,RW-POTUS,TOWN OF TWO RIVERS WARDS 1-3,0,MANITOWOC,T,TWO RIVERS
PRESIDENT,RW-POTUS,VILLAGE OF CLEVELAND WARDS 1-2,0,MANITOWOC,V,CLEVELAND
PRESIDENT,RW-POTUS,VILLAGE OF FRANCIS CREEK WARD 1,0,MANITOWOC,V,FRANCIS CREEK
PRESIDENT,RW-POTUS,VILLAGE OF KELLNERSVILLE WARD 1,0,MANITOWOC,V,KELLNERSVILLE
PRESIDENT,RW-POTUS,VILLAGE OF MARIBEL WARD 1,0,MANITOWOC,V,MARIBEL
PRESIDENT,RW-POTUS,VILLAGE OF MISHICOT WARDS 1-4,0,MANITOWOC,V,MISHICOT
PRESIDENT,RW-POTUS,VILLAGE OF REEDSVILLE WARDS 1-2,0,MANITOWOC,V,REEDSVILLE
PRESIDENT,RW-POTUS,VILLAGE OF ST NAZIANZ WARD 1,0,MANITOWOC,V,ST NAZIANZ
PRESIDENT,RW-POTUS,VILLAGE OF VALDERS WARD 1,0,MANITOWOC,V,VALDERS
PRESIDENT,RW-POTUS,VILLAGE OF WHITELAW WARD 1,0,MANITOWOC,V,WHITELAW
PRESIDENT,RW-POTUS,"CITY OF KIEL WARDS 1-6,8",0,MANITOWOC,C,KIEL
PRESIDENT,RW-POTUS,CITY OF MANITOWOC WARDS 1-2,0,MANITOWOC,C,MANITOWOC
PRESIDENT,RW-POTUS,CITY OF MANITOWOC WARDS 3-4,0,MANITOWOC,C,MANITOWOC
PRESIDENT,RW-POTUS,CITY OF MANITOWOC WARDS 5-6,0,MANITOWOC,C,MANITOWOC
PRESIDENT,RW-POTUS,CITY OF MANITOWOC WARDS 7-8,0,MANITOWOC,C,MANITOWOC
PRESIDENT,RW-POTUS,CITY OF MANITOWOC WARDS 9-10,0,MANITOWOC,C,MANITOWOC
PRESIDENT,RW-POTUS,CITY OF MANITOWOC WARDS 11-12,0,MANITOWOC,C,MANITOWOC
PRESIDENT,RW-POTUS,"CITY OF MANITOWOC WARDS 13-14,23",0,MANITOWOC,C,MANITOWOC
PRESIDENT,RW-POTUS,CITY OF MANITOWOC WARDS 15-16,0,MANITOWOC,C,MANITOWOC
PRESIDENT,RW-POTUS,"CITY OF MANITOWOC WARDS 17-18,21-22",0,MANITOWOC,C,MANITOWOC
PRESIDENT,RW-POTUS,CITY OF MANITOWOC WARDS 19-20,0,MANITOWOC,C,MANITOWOC
