candidate,reporting_unit,votes,contest,county,ctv,municipality
SARAH RUTH HOLTZ,VILLAGE GILMAN,0,COUNTY TREASURER,TAYLOR,V,GILMAN
SARAH RUTH HOLTZ,VILLAGE LUBLIN,54,COUNTY TREASURER,TAYLOR,V,LUBLIN
SARAH RUTH HOLTZ,VILLAGE RIB LAKE,0,COUNTY TREASURER,TAYLOR,V,RIB LAKE
SARAH RUTH HOLTZ,VILLAGE STETSONVILLE,246,COUNTY TREASURER,TAYLOR,V,STETSONVILLE
SARAH RUTH HOLTZ,C. MEDFORD 1 - 8,0,COUNTY TREASURER,TAYLOR,C,MEDFORD
WRITE-IN,PERSHING,0,COUNTY TREASURER,TAYLOR,T,PERSHING
WRITE-IN,RIB LAKE 1 & 2,0,COUNTY TREASURER,TAYLOR,T,RIB LAKE
WRITE-IN,ROOSEVELT,0,COUNTY TREASURER,TAYLOR,T,ROOSEVELT
WRITE-IN,TAFT,0,COUNTY TREASURER,TAYLOR,T,TAFT
WRITE-IN,WESTBORO,0,COUNTY TREASURER,TAYLOR,T,WESTBORO
WRITE-IN,VILLAGE GILMAN,0,COUNTY TREASURER,TAYLOR,V,GILMAN
WRITE-IN,VILLAGE LUBLIN,0,COUNTY TREASURER,TAYLOR,V,LUBLIN
WRITE-IN,VILLAGE RIB LAKE,0,COUNTY TREASURER,TAYLOR,V,RIB LAKE
WRITE-IN,VILLAGE STETSONVILLE,0,COUNTY TREASURER,TAYLOR,V,STETSONVILLE
WRITE-IN,C. MEDFORD 1 - 8,0,COUNTY TREASURER,TAYLOR,C,MEDFORD
JAYMI S KOHN,AURORA,0,REGISTER OF DEEDS,TAYLOR,T,AURORA
JAYMI S KOHN,BROWNING,0,REGISTER OF DEEDS,TAYLOR,T,BROWNING
JAYMI S KOHN,CHELSEA,0,REGISTER OF DEEDS,TAYLOR,T,CHELSEA
JAYMI S KOHN,CLEVELAND,0,REGISTER OF DEEDS,TAYLOR,T,CLEVELAND
JAYMI S KOHN,DEER CREEK,357,REGISTER OF DEEDS,TAYLOR,T,DEER CREEK
JAYMI S KOHN,FORD,0,REGISTER OF DEEDS,TAYLOR,T,FORD
JAYMI S KOHN,GOODRICH,0,REGISTER OF DEEDS,TAYLOR,T,GOODRICH
JAYMI S KOHN,GREENWOOD,0,REGISTER OF DEEDS,TAYLOR,T,GREENWOOD
JAYMI S KOHN,GROVER,0,REGISTER OF DEEDS,TAYLOR,T,GROVER
JAYMI S KOHN,HAMMEL 1 & 2,415,REGISTER OF DEEDS,TAYLOR,T,HAMMEL
JAYMI S KOHN,HOLWAY,0,REGISTER OF DEEDS,TAYLOR,T,HOLWAY
JAYMI S KOHN,JUMP RIVER,128,REGISTER OF DEEDS,TAYLOR,T,JUMP RIVER
JAYMI S KOHN,LITTLE BLACK 1 & 2,0,REGISTER OF DEEDS,TAYLOR,T,LITTLE BLACK
JAYMI S KOHN,MAPLEHURST,158,REGISTER OF DEEDS,TAYLOR,T,MAPLEHURST
JAYMI S KOHN,MCKINLEY,0,REGISTER OF DEEDS,TAYLOR,T,MCKINLEY
JAYMI S KOHN,MEDFORD 1 - 3,0,REGISTER OF DEEDS,TAYLOR,T,MEDFORD
JAYMI S KOHN,MOLITOR,0,REGISTER OF DEEDS,TAYLOR,T,MOLITOR
WRITE-IN,AURORA,0,REGISTER OF DEEDS,TAYLOR,T,AURORA
WRITE-IN,BROWNING,0,REGISTER OF DEEDS,TAYLOR,T,BROWNING
WRITE-IN,CHELSEA,0,REGISTER OF DEEDS,TAYLOR,T,CHELSEA
WRITE-IN,CLEVELAND,0,REGISTER OF DEEDS,TAYLOR,T,CLEVELAND
WRITE-IN,DEER CREEK,0,REGISTER OF DEEDS,TAYLOR,T,DEER CREEK
WRITE-IN,FORD,0,REGISTER OF DEEDS,TAYLOR,T,FORD
WRITE-IN,GOODRICH,0,REGISTER OF DEEDS,TAYLOR,T,GOODRICH
WRITE-IN,GREENWOOD,0,REGISTER OF DEEDS,TAYLOR,T,GREENWOOD
WRITE-IN,GROVER,0,REGISTER OF DEEDS,TAYLOR,T,GROVER
WRITE-IN,HAMMEL 1 & 2,0,REGISTER OF DEEDS,TAYLOR,T,HAMMEL
WRITE-IN,HOLWAY,0,REGISTER OF DEEDS,TAYLOR,T,HOLWAY
WRITE-IN,JUMP RIVER,0,REGISTER OF DEEDS,TAYLOR,T,JUMP RIVER
WRITE-IN,LITTLE BLACK 1 & 2,0,REGISTER OF DEEDS,TAYLOR,T,LITTLE BLACK
WRITE-IN,MAPLEHURST,0,REGISTER OF DEEDS,TAYLOR,T,MAPLEHURST
WRITE-IN,MCKINLEY,0,REGISTER OF DEEDS,TAYLOR,T,MCKINLEY
WRITE-IN,MEDFORD 1 - 3,0,REGISTER OF DEEDS,TAYLOR,T,MEDFORD
WRITE-IN,MOLITOR,0,REGISTER OF DEEDS,TAYLOR,T,MOLITOR
JAYMI S KOHN,PERSHING,0,REGISTER OF DEEDS,TAYLOR,T,PERSHING
JAYMI S KOHN,RIB LAKE 1 & 2,386,REGISTER OF DEEDS,TAYLOR,T,RIB LAKE
JAYMI S KOHN,ROOSEVELT,165,REGISTER OF DEEDS,TAYLOR,T,ROOSEVELT
JAYMI S KOHN,TAFT,155,REGISTER OF DEEDS,TAYLOR,T,TAFT
JAYMI S KOHN,WESTBORO,0,REGISTER OF DEEDS,TAYLOR,T,WESTBORO
JAYMI S KOHN,VILLAGE GILMAN,0,REGISTER OF DEEDS,TAYLOR,V,GILMAN
JAYMI S KOHN,VILLAGE LUBLIN,55,REGISTER OF DEEDS,TAYLOR,V,LUBLIN
JAYMI S KOHN,VILLAGE RIB LAKE,0,REGISTER OF DEEDS,TAYLOR,V,RIB LAKE
JAYMI S KOHN,VILLAGE STETSONVILLE,251,REGISTER OF DEEDS,TAYLOR,V,STETSONVILLE
JAYMI S KOHN,C. MEDFORD 1 - 8,0,REGISTER OF DEEDS,TAYLOR,C,MEDFORD
WRITE-IN,PERSHING,0,REGISTER OF DEEDS,TAYLOR,T,PERSHING
WRITE-IN,RIB LAKE 1 & 2,0,REGISTER OF DEEDS,TAYLOR,T,RIB LAKE
WRITE-IN,ROOSEVELT,0,REGISTER OF DEEDS,TAYLOR,T,ROOSEVELT
WRITE-IN,TAFT,0,REGISTER OF DEEDS,TAYLOR,T,TAFT
WRITE-IN,WESTBORO,0,REGISTER OF DEEDS,TAYLOR,T,WESTBORO
WRITE-IN,VILLAGE GILMAN,0,REGISTER OF DEEDS,TAYLOR,V,GILMAN
WRITE-IN,VILLAGE LUBLIN,0,REGISTER OF DEEDS,TAYLOR,V,LUBLIN
WRITE-IN,VILLAGE RIB LAKE,0,REGISTER OF DEEDS,TAYLOR,V,RIB LAKE
WRITE-IN,VILLAGE STETSONVILLE,0,REGISTER OF DEEDS,TAYLOR,V,STETSONVILLE
WRITE-IN,C. MEDFORD 1 - 8,0,REGISTER OF DEEDS,TAYLOR,C,MEDFORD
WI YES,AURORA,0,STATE REFERENDUM,TAYLOR,T,AURORA
WI YES,BROWNING,0,STATE REFERENDUM,TAYLOR,T,BROWNING
WI YES,CHELSEA,0,STATE REFERENDUM,TAYLOR,T,CHELSEA
WI YES,CLEVELAND,0,STATE REFERENDUM,TAYLOR,T,CLEVELAND
WI YES,DEER CREEK,322,STATE REFERENDUM,TAYLOR,T,DEER CREEK
WI YES,FORD,0,STATE REFERENDUM,TAYLOR,T,FORD
WI YES,GOODRICH,0,STATE REFERENDUM,TAYLOR,T,GOODRICH
WI YES,GREENWOOD,0,STATE REFERENDUM,TAYLOR,T,GREENWOOD
WI YES,GROVER,0,STATE REFERENDUM,TAYLOR,T,GROVER
WI YES,HAMMEL 1 & 2,388,STATE REFERENDUM,TAYLOR,T,HAMMEL
WI YES,HOLWAY,0,STATE REFERENDUM,TAYLOR,T,HOLWAY
WI YES,JUMP RIVER,116,STATE REFERENDUM,TAYLOR,T,JUMP RIVER
WI YES,LITTLE BLACK 1 & 2,0,STATE REFERENDUM,TAYLOR,T,LITTLE BLACK
WI YES,MAPLEHURST,153,STATE REFERENDUM,TAYLOR,T,MAPLEHURST
WI YES,MCKINLEY,0,STATE REFERENDUM,TAYLOR,T,MCKINLEY
WI YES,MEDFORD 1 - 3,0,STATE REFERENDUM,TAYLOR,T,MEDFORD
WI YES,MOLITOR,0,STATE REFERENDUM,TAYLOR,T,MOLITOR
WI NO,AURORA,0,STATE REFERENDUM,TAYLOR,T,AURORA
WI NO,BROWNING,0,STATE REFERENDUM,TAYLOR,T,BROWNING
WI NO,CHELSEA,0,STATE REFERENDUM,TAYLOR,T,CHELSEA
WI NO,CLEVELAND,0,STATE REFERENDUM,TAYLOR,T,CLEVELAND
WI NO,DEER CREEK,60,STATE REFERENDUM,TAYLOR,T,DEER CREEK
WI NO,FORD,0,STATE REFERENDUM,TAYLOR,T,FORD
WI NO,GOODRICH,0,STATE REFERENDUM,TAYLOR,T,GOODRICH
WI NO,GREENWOOD,0,STATE REFERENDUM,TAYLOR,T,GREENWOOD
WI NO,GROVER,0,STATE REFERENDUM,TAYLOR,T,GROVER
WI NO,HAMMEL 1 & 2,63,STATE REFERENDUM,TAYLOR,T,HAMMEL
WI NO,HOLWAY,0,STATE REFERENDUM,TAYLOR,T,HOLWAY
WI NO,JUMP RIVER,35,STATE REFERENDUM,TAYLOR,T,JUMP RIVER
WI NO,LITTLE BLACK 1 & 2,0,STATE REFERENDUM,TAYLOR,T,LITTLE BLACK
WI NO,MAPLEHURST,25,STATE REFERENDUM,TAYLOR,T,MAPLEHURST
WI NO,MCKINLEY,0,STATE REFERENDUM,TAYLOR,T,MCKINLEY
WI NO,MEDFORD 1 - 3,0,STATE REFERENDUM,TAYLOR,T,MEDFORD
WI NO,MOLITOR,0,STATE REFERENDUM,TAYLOR,T,MOLITOR
WI YES,PERSHING,0,STATE REFERENDUM,TAYLOR,T,PERSHING
WI YES,RIB LAKE 1 & 2,345,STATE REFERENDUM,TAYLOR,T,RIB LAKE
WI YES,ROOSEVELT,161,STATE REFERENDUM,TAYLOR,T,ROOSEVELT
WI YES,TAFT,140,STATE REFERENDUM,TAYLOR,T,TAFT
WI YES,WESTBORO,0,STATE REFERENDUM,TAYLOR,T,WESTBORO
WI YES,VILLAGE GILMAN,0,STATE REFERENDUM,TAYLOR,V,GILMAN
WI YES,VILLAGE LUBLIN,47,STATE REFERENDUM,TAYLOR,V,LUBLIN
WI YES,VILLAGE RIB LAKE,0,STATE REFERENDUM,TAYLOR,V,RIB LAKE
WI YES,VILLAGE STETSONVILLE,230,STATE REFERENDUM,TAYLOR,V,STETSONVILLE
WI YES,C. MEDFORD 1 - 8,0,STATE REFERENDUM,TAYLOR,C,MEDFORD
WI NO,PERSHING,0,STATE REFERENDUM,TAYLOR,T,PERSHING
WI NO,RIB LAKE 1 & 2,67,STATE REFERENDUM,TAYLOR,T,RIB LAKE
WI NO,ROOSEVELT,27,STATE REFERENDUM,TAYLOR,T,ROOSEVELT
WI NO,TAFT,21,STATE REFERENDUM,TAYLOR,T,TAFT
WI NO,WESTBORO,0,STATE REFERENDUM,TAYLOR,T,WESTBORO
WI NO,VILLAGE GILMAN,0,STATE REFERENDUM,TAYLOR,V,GILMAN
WI NO,VILLAGE LUBLIN,11,STATE REFERENDUM,TAYLOR,V,LUBLIN
WI NO,VILLAGE RIB LAKE,0,STATE REFERENDUM,TAYLOR,V,RIB LAKE
WI NO,VILLAGE STETSONVILLE,40,STATE REFERENDUM,TAYLOR,V,STETSONVILLE
WI NO,C. MEDFORD 1 - 8,0,STATE REFERENDUM,TAYLOR,C,MEDFORD
