municipality,reporting_unit,contest,candidate,votes,county,ctv
GREEN LAKE,WARDS 1-2,DISTRICT 39,ALEX A. DALLMAN,619,GREEN LAKE,T
GREEN LAKE,WARDS 1-2,DISTRICT 39,SCATTERING,0,GREEN LAKE,T
GREEN LAKE,WARDS 1-2,DISTRICT ATTORNEY,GERISE LASPISA,677,GREEN LAKE,T
GREEN LAKE,WARDS 1-2,DISTRICT ATTORNEY,SCATTERING,12,GREEN LAKE,T
KINGSTON,WARDS 1 - 2,DISTRICT 39,CHRIS GORDON,43,GREEN LAKE,T
KINGSTON,WARDS 1 - 2,DISTRICT 39,ALEX A. DALLMAN,274,GREEN LAKE,T
KINGSTON,WARDS 1 - 2,DISTRICT 39,SCATTERING,0,GREEN LAKE,T
KINGSTON,WARDS 1 - 2,DISTRICT ATTORNEY,GERISE LASPISA,266,GREEN LAKE,T
KINGSTON,WARDS 1 - 2,DISTRICT ATTORNEY,SCATTERING,1,GREEN LAKE,T
MACKFORD,WARD 1,DISTRICT 39,CHRIS GORDON,32,GREEN LAKE,T
MACKFORD,WARD 1,DISTRICT 39,ALEX A. DALLMAN,276,GREEN LAKE,T
MACKFORD,WARD 1,DISTRICT 39,SCATTERING,0,GREEN LAKE,T
MACKFORD,WARD 1,DISTRICT ATTORNEY,GERISE LASPISA,279,GREEN LAKE,T
MACKFORD,WARD 1,DISTRICT ATTORNEY,SCATTERING,3,GREEN LAKE,T
MANCHESTER,WARD 1,DISTRICT 39,CHRIS GORDON,72,GREEN LAKE,T
MANCHESTER,WARD 1,DISTRICT 39,ALEX A. DALLMAN,342,GREEN LAKE,T
MANCHESTER,WARD 1,DISTRICT 39,SCATTERING,0,GREEN LAKE,T
MANCHESTER,WARD 1,DISTRICT ATTORNEY,GERISE LASPISA,363,GREEN LAKE,T
MANCHESTER,WARD 1,DISTRICT ATTORNEY,SCATTERING,2,GREEN LAKE,T
MARQUETTE,WARD 1,DISTRICT 39,CHRIS GORDON,67,GREEN LAKE,T
MARQUETTE,WARD 1,DISTRICT 39,ALEX A. DALLMAN,280,GREEN LAKE,T
MARQUETTE,WARD 1,DISTRICT 39,SCATTERING,1,GREEN LAKE,T
MARQUETTE,WARD 1,DISTRICT ATTORNEY,GERISE LASPISA,299,GREEN LAKE,T
MARQUETTE,WARD 1,DISTRICT ATTORNEY,SCATTERING,2,GREEN LAKE,T
PRINCETON,WARDS 1 - 3,DISTRICT 39,CHRIS GORDON,315,GREEN LAKE,T
PRINCETON,WARDS 1 - 3,DISTRICT 39,ALEX A. DALLMAN,743,GREEN LAKE,T
PRINCETON,WARDS 1 - 3,DISTRICT 39,SCATTERING,2,GREEN LAKE,T
PRINCETON,WARDS 1 - 3,DISTRICT ATTORNEY,GERISE LASPISA,861,GREEN LAKE,T
PRINCETON,WARDS 1 - 3,DISTRICT ATTORNEY,SCATTERING,7,GREEN LAKE,T
ST. MARIE,WARDS 1,DISTRICT 39,CHRIS GORDON,53,GREEN LAKE,T
ST. MARIE,WARDS 1,DISTRICT 39,ALEX A. DALLMAN,201,GREEN LAKE,T
ST. MARIE,WARDS 1,DISTRICT 39,SCATTERING,0,GREEN LAKE,T
ST. MARIE,WARDS 1,DISTRICT ATTORNEY,GERISE LASPISA,205,GREEN LAKE,T
ST. MARIE,WARDS 1,DISTRICT ATTORNEY,SCATTERING,2,GREEN LAKE,T
SENECA,WARD 1,DISTRICT 39,CHRIS GORDON,61,GREEN LAKE,T
SENECA,WARD 1,DISTRICT 39,ALEX A. DALLMAN,170,GREEN LAKE,T
SENECA,WARD 1,DISTRICT 39,SCATTERING,1,GREEN LAKE,T
SENECA,WARD 1,DISTRICT ATTORNEY,GERISE LASPISA,202,GREEN LAKE,T
SENECA,WARD 1,DISTRICT ATTORNEY,SCATTERING,0,GREEN LAKE,T
KINGSTON,WARD 1,DISTRICT 39,CHRIS GORDON,40,GREEN LAKE,V
KINGSTON,WARD 1,DISTRICT 39,ALEX A. DALLMAN,161,GREEN LAKE,V
KINGSTON,WARD 1,DISTRICT 39,SCATTERING,0,GREEN LAKE,V
KINGSTON,WARD 1,DISTRICT ATTORNEY,GERISE LASPISA,169,GREEN LAKE,V
KINGSTON,WARD 1,DISTRICT ATTORNEY,SCATTERING,0,GREEN LAKE,V
MARQUETTE,WARD 1,DISTRICT 39,CHRIS GORDON,26,GREEN LAKE,V
MARQUETTE,WARD 1,DISTRICT 39,ALEX A. DALLMAN,90,GREEN LAKE,V
MARQUETTE,WARD 1,DISTRICT 39,SCATTERING,0,GREEN LAKE,V
MARQUETTE,WARD 1,DISTRICT ATTORNEY,GERISE LASPISA,98,GREEN LAKE,V
MARQUETTE,WARD 1,DISTRICT ATTORNEY,SCATTERING,0,GREEN LAKE,V
BERLIN,WARDS 1-6,DISTRICT 39,CHRIS GORDON,881,GREEN LAKE,C
BERLIN,WARDS 1-6,DISTRICT 39,ALEX A. DALLMAN,1640,GREEN LAKE,C
BERLIN,WARDS 1-6,DISTRICT 39,SCATTERING,5,GREEN LAKE,C
BERLIN,WARDS 1-6,DISTRICT ATTORNEY,GERISE LASPISA,2087,GREEN LAKE,C
BERLIN,WARDS 1-6,DISTRICT ATTORNEY,SCATTERING,41,GREEN LAKE,C
GREEN LAKE,WARDS 1 - 6,DISTRICT 39,CHRIS GORDON,251,GREEN LAKE,C
GREEN LAKE,WARDS 1 - 6,DISTRICT 39,ALEX A. DALLMAN,427,GREEN LAKE,C
GREEN LAKE,WARDS 1 - 6,DISTRICT 39,SCATTERING,1,GREEN LAKE,C
GREEN LAKE,WARDS 1 - 6,DISTRICT ATTORNEY,GERISE LASPISA,538,GREEN LAKE,C
GREEN LAKE,WARDS 1 - 6,DISTRICT ATTORNEY,SCATTERING,12,GREEN LAKE,C
MARKESAN,WARDS 1 - 3,DISTRICT 39,CHRIS GORDON,144,GREEN LAKE,C
MARKESAN,WARDS 1 - 3,DISTRICT 39,ALEX A. DALLMAN,596,GREEN LAKE,C
MARKESAN,WARDS 1 - 3,DISTRICT 39,SCATTERING,0,GREEN LAKE,C
MARKESAN,WARDS 1 - 3,DISTRICT ATTORNEY,GERISE LASPISA,594,GREEN LAKE,C
MARKESAN,WARDS 1 - 3,DISTRICT ATTORNEY,SCATTERING,7,GREEN LAKE,C
PRINCETON,WARDS 1 - 4,DISTRICT 39,CHRIS GORDON,196,GREEN LAKE,C
PRINCETON,WARDS 1 - 4,DISTRICT 39,ALEX A. DALLMAN,473,GREEN LAKE,C
PRINCETON,WARDS 1 - 4,DISTRICT 39,SCATTERING,1,GREEN LAKE,C
PRINCETON,WARDS 1 - 4,DISTRICT ATTORNEY,GERISE LASPISA,562,GREEN LAKE,C
PRINCETON,WARDS 1 - 4,DISTRICT ATTORNEY,SCATTERING,5,GREEN LAKE,C
BERLIN,WARDS 1-3,45601_COUNTY CLERK,ELIZABETH OTTO,679,GREEN LAKE,T
BERLIN,WARDS 1-3,45601_COUNTY CLERK,SCATTERING,4,GREEN LAKE,T
BERLIN,WARDS 1-3,45601_TREASURER,JESSICA MCLEAN,677,GREEN LAKE,T
BERLIN,WARDS 1-3,45601_TREASURER,SCATTERING,3,GREEN LAKE,T
BERLIN,WARDS 1-3,45601_REGISTER OF DEEDS,RENEE A. THIEM-KORTH,674,GREEN LAKE,T
BERLIN,WARDS 1-3,45601_REGISTER OF DEEDS,SCATTERING,3,GREEN LAKE,T
BROOKLYN,WARDS 1 - 3,45601_COUNTY CLERK,ELIZABETH OTTO,1127,GREEN LAKE,T
BROOKLYN,WARDS 1 - 3,45601_COUNTY CLERK,SCATTERING,12,GREEN LAKE,T
BROOKLYN,WARDS 1 - 3,45601_TREASURER,JESSICA MCLEAN,1113,GREEN LAKE,T
BROOKLYN,WARDS 1 - 3,45601_TREASURER,SCATTERING,14,GREEN LAKE,T
BROOKLYN,WARDS 1 - 3,45601_REGISTER OF DEEDS,RENEE A. THIEM-KORTH,1112,GREEN LAKE,T
BROOKLYN,WARDS 1 - 3,45601_REGISTER OF DEEDS,SCATTERING,14,GREEN LAKE,T
GREEN LAKE,WARDS 1-2,45601_COUNTY CLERK,ELIZABETH OTTO,699,GREEN LAKE,T
GREEN LAKE,WARDS 1-2,45601_COUNTY CLERK,SCATTERING,5,GREEN LAKE,T
GREEN LAKE,WARDS 1-2,45601_TREASURER,JESSICA MCLEAN,693,GREEN LAKE,T
GREEN LAKE,WARDS 1-2,45601_TREASURER,SCATTERING,5,GREEN LAKE,T
GREEN LAKE,WARDS 1-2,45601_REGISTER OF DEEDS,RENEE A. THIEM-KORTH,696,GREEN LAKE,T
GREEN LAKE,WARDS 1-2,45601_REGISTER OF DEEDS,SCATTERING,5,GREEN LAKE,T
KINGSTON,WARDS 1 - 2,45601_COUNTY CLERK,ELIZABETH OTTO,277,GREEN LAKE,T
KINGSTON,WARDS 1 - 2,45601_COUNTY CLERK,SCATTERING,1,GREEN LAKE,T
KINGSTON,WARDS 1 - 2,45601_TREASURER,JESSICA MCLEAN,277,GREEN LAKE,T
KINGSTON,WARDS 1 - 2,45601_TREASURER,SCATTERING,1,GREEN LAKE,T
KINGSTON,WARDS 1 - 2,45601_REGISTER OF DEEDS,RENEE A. THIEM-KORTH,280,GREEN LAKE,T
KINGSTON,WARDS 1 - 2,45601_REGISTER OF DEEDS,SCATTERING,2,GREEN LAKE,T
MACKFORD,WARD 1,45601_COUNTY CLERK,ELIZABETH OTTO,291,GREEN LAKE,T
MACKFORD,WARD 1,45601_COUNTY CLERK,SCATTERING,1,GREEN LAKE,T
MACKFORD,WARD 1,45601_TREASURER,JESSICA MCLEAN,291,GREEN LAKE,T
MACKFORD,WARD 1,45601_TREASURER,SCATTERING,0,GREEN LAKE,T
MACKFORD,WARD 1,45601_REGISTER OF DEEDS,RENEE A. THIEM-KORTH,297,GREEN LAKE,T
MACKFORD,WARD 1,45601_REGISTER OF DEEDS,SCATTERING,0,GREEN LAKE,T
MANCHESTER,WARD 1,45601_COUNTY CLERK,ELIZABETH OTTO,368,GREEN LAKE,T
MANCHESTER,WARD 1,45601_COUNTY CLERK,SCATTERING,2,GREEN LAKE,T
MANCHESTER,WARD 1,45601_TREASURER,JESSICA MCLEAN,365,GREEN LAKE,T
MANCHESTER,WARD 1,45601_TREASURER,SCATTERING,2,GREEN LAKE,T
MANCHESTER,WARD 1,45601_REGISTER OF DEEDS,RENEE A. THIEM-KORTH,369,GREEN LAKE,T
MANCHESTER,WARD 1,45601_REGISTER OF DEEDS,SCATTERING,2,GREEN LAKE,T
MARQUETTE,WARD 1,45601_COUNTY CLERK,ELIZABETH OTTO,306,GREEN LAKE,T
MARQUETTE,WARD 1,45601_COUNTY CLERK,SCATTERING,3,GREEN LAKE,T
MARQUETTE,WARD 1,45601_TREASURER,JESSICA MCLEAN,305,GREEN LAKE,T
MARQUETTE,WARD 1,45601_TREASURER,SCATTERING,3,GREEN LAKE,T
MARQUETTE,WARD 1,45601_REGISTER OF DEEDS,RENEE A. THIEM-KORTH,308,GREEN LAKE,T
MARQUETTE,WARD 1,45601_REGISTER OF DEEDS,SCATTERING,2,GREEN LAKE,T
PRINCETON,WARDS 1 - 3,45601_COUNTY CLERK,ELIZABETH OTTO,918,GREEN LAKE,T
PRINCETON,WARDS 1 - 3,45601_COUNTY CLERK,SCATTERING,4,GREEN LAKE,T
PRINCETON,WARDS 1 - 3,45601_TREASURER,JESSICA MCLEAN,886,GREEN LAKE,T
PRINCETON,WARDS 1 - 3,45601_TREASURER,SCATTERING,5,GREEN LAKE,T
PRINCETON,WARDS 1 - 3,45601_REGISTER OF DEEDS,RENEE A. THIEM-KORTH,892,GREEN LAKE,T
PRINCETON,WARDS 1 - 3,45601_REGISTER OF DEEDS,SCATTERING,4,GREEN LAKE,T
ST. MARIE,WARDS 1,45601_COUNTY CLERK,ELIZABETH OTTO,215,GREEN LAKE,T
ST. MARIE,WARDS 1,45601_COUNTY CLERK,SCATTERING,2,GREEN LAKE,T
ST. MARIE,WARDS 1,45601_TREASURER,JESSICA MCLEAN,208,GREEN LAKE,T
ST. MARIE,WARDS 1,45601_TREASURER,SCATTERING,3,GREEN LAKE,T
ST. MARIE,WARDS 1,45601_REGISTER OF DEEDS,RENEE A. THIEM-KORTH,213,GREEN LAKE,T
ST. MARIE,WARDS 1,45601_REGISTER OF DEEDS,SCATTERING,1,GREEN LAKE,T
SENECA,WARD 1,45601_COUNTY CLERK,ELIZABETH OTTO,212,GREEN LAKE,T
SENECA,WARD 1,45601_COUNTY CLERK,SCATTERING,0,GREEN LAKE,T
SENECA,WARD 1,45601_TREASURER,JESSICA MCLEAN,209,GREEN LAKE,T
SENECA,WARD 1,45601_TREASURER,SCATTERING,0,GREEN LAKE,T
SENECA,WARD 1,45601_REGISTER OF DEEDS,RENEE A. THIEM-KORTH,206,GREEN LAKE,T
SENECA,WARD 1,45601_REGISTER OF DEEDS,SCATTERING,0,GREEN LAKE,T
KINGSTON,WARD 1,45601_COUNTY CLERK,ELIZABETH OTTO,181,GREEN LAKE,V
KINGSTON,WARD 1,45601_COUNTY CLERK,SCATTERING,0,GREEN LAKE,V
KINGSTON,WARD 1,45601_TREASURER,JESSICA MCLEAN,180,GREEN LAKE,V
KINGSTON,WARD 1,45601_TREASURER,SCATTERING,0,GREEN LAKE,V
KINGSTON,WARD 1,45601_REGISTER OF DEEDS,RENEE A. THIEM-KORTH,179,GREEN LAKE,V
KINGSTON,WARD 1,45601_REGISTER OF DEEDS,SCATTERING,0,GREEN LAKE,V
MARQUETTE,WARD 1,45601_COUNTY CLERK,ELIZABETH OTTO,100,GREEN LAKE,V
MARQUETTE,WARD 1,45601_COUNTY CLERK,SCATTERING,1,GREEN LAKE,V
MARQUETTE,WARD 1,45601_TREASURER,JESSICA MCLEAN,98,GREEN LAKE,V
MARQUETTE,WARD 1,45601_TREASURER,SCATTERING,1,GREEN LAKE,V
MARQUETTE,WARD 1,45601_REGISTER OF DEEDS,RENEE A. THIEM-KORTH,99,GREEN LAKE,V
MARQUETTE,WARD 1,45601_REGISTER OF DEEDS,SCATTERING,1,GREEN LAKE,V
BERLIN,WARDS 1-6,45601_COUNTY CLERK,ELIZABETH OTTO,2139,GREEN LAKE,C
BERLIN,WARDS 1-6,45601_COUNTY CLERK,SCATTERING,34,GREEN LAKE,C
BERLIN,WARDS 1-6,45601_TREASURER,JESSICA MCLEAN,2127,GREEN LAKE,C
BERLIN,WARDS 1-6,45601_TREASURER,SCATTERING,33,GREEN LAKE,C
BERLIN,WARDS 1-6,45601_REGISTER OF DEEDS,RENEE A. THIEM-KORTH,2127,GREEN LAKE,C
BERLIN,WARDS 1-6,45601_REGISTER OF DEEDS,SCATTERING,30,GREEN LAKE,C
GREEN LAKE,WARDS 1 - 6,45601_COUNTY CLERK,ELIZABETH OTTO,555,GREEN LAKE,C
GREEN LAKE,WARDS 1 - 6,45601_COUNTY CLERK,SCATTERING,9,GREEN LAKE,C
GREEN LAKE,WARDS 1 - 6,45601_TREASURER,JESSICA MCLEAN,556,GREEN LAKE,C
GREEN LAKE,WARDS 1 - 6,45601_TREASURER,SCATTERING,7,GREEN LAKE,C
GREEN LAKE,WARDS 1 - 6,45601_REGISTER OF DEEDS,RENEE A. THIEM-KORTH,553,GREEN LAKE,C
GREEN LAKE,WARDS 1 - 6,45601_REGISTER OF DEEDS,SCATTERING,7,GREEN LAKE,C
MARKESAN,WARDS 1 - 3,45601_COUNTY CLERK,ELIZABETH OTTO,616,GREEN LAKE,C
MARKESAN,WARDS 1 - 3,45601_COUNTY CLERK,SCATTERING,7,GREEN LAKE,C
MARKESAN,WARDS 1 - 3,45601_TREASURER,JESSICA MCLEAN,611,GREEN LAKE,C
MARKESAN,WARDS 1 - 3,45601_TREASURER,SCATTERING,5,GREEN LAKE,C
MARKESAN,WARDS 1 - 3,45601_REGISTER OF DEEDS,RENEE A. THIEM-KORTH,622,GREEN LAKE,C
MARKESAN,WARDS 1 - 3,45601_REGISTER OF DEEDS,SCATTERING,6,GREEN LAKE,C
PRINCETON,WARDS 1 - 4,45601_COUNTY CLERK,ELIZABETH OTTO,575,GREEN LAKE,C
PRINCETON,WARDS 1 - 4,45601_COUNTY CLERK,SCATTERING,5,GREEN LAKE,C
PRINCETON,WARDS 1 - 4,45601_TREASURER,JESSICA MCLEAN,571,GREEN LAKE,C
PRINCETON,WARDS 1 - 4,45601_TREASURER,SCATTERING,5,GREEN LAKE,C
PRINCETON,WARDS 1 - 4,45601_REGISTER OF DEEDS,RENEE A. THIEM-KORTH,571,GREEN LAKE,C
PRINCETON,WARDS 1 - 4,45601_REGISTER OF DEEDS,SCATTERING,7,GREEN LAKE,C
