candidate,contest,reporting_unit,votes,county,ctv,municipality
SCATTERING,18) TREASURER,T CASSIAN W 1-2,4,ONEIDA,T,CASSIAN
SCATTERING,18) TREASURER,T CRESCENT W 1-3,10,ONEIDA,T,CRESCENT
SCATTERING,18) TREASURER,T ENTERPRISE W 1,1,ONEIDA,T,ENTERPRISE
SCATTERING,18) TREASURER,T HAZELHURST W 1-2,11,ONEIDA,T,HAZELHURST
SCATTERING,18) TREASURER,T LAKE TOMAHAWK W 1-2,8,ONEIDA,T,LAKE TOMAHAWK
SCATTERING,18) TREASURER,T LITTLE RICE W 1,1,ONEIDA,T,LITTLE RICE
SCATTERING,18) TREASURER,T LYNNE W 1,0,ONEIDA,T,LYNNE
SCATTERING,18) TREASURER,T MINOCQUA W 1-7,26,ONEIDA,T,MINOCQUA
SCATTERING,18) TREASURER,T MONICO W 1,0,ONEIDA,T,MONICO
SCATTERING,18) TREASURER,T NEWBOLD W 1,2,ONEIDA,T,NEWBOLD
SCATTERING,18) TREASURER,T NEWBOLD W 2-4,13,ONEIDA,T,NEWBOLD
SCATTERING,18) TREASURER,T NOKOMIS W 1-2,7,ONEIDA,T,NOKOMIS
SCATTERING,18) TREASURER,T PELICAN W 1- 4,12,ONEIDA,T,PELICAN
SCATTERING,18) TREASURER,T PIEHL W 1,0,ONEIDA,T,PIEHL
SCATTERING,18) TREASURER,T PINE LAKE W 1-4,16,ONEIDA,T,PINE LAKE
SCATTERING,18) TREASURER,T SCHOEPKE W 1,1,ONEIDA,T,SCHOEPKE
SCATTERING,18) TREASURER,T STELLA W 1-2,2,ONEIDA,T,STELLA
SCATTERING,18) TREASURER,T SUGAR CAMP W 1-2,5,ONEIDA,T,SUGAR CAMP
SCATTERING,18) TREASURER,T THREE LAKES W 1-4,17,ONEIDA,T,THREE LAKES
SCATTERING,18) TREASURER,T WOODBORO W 1,3,ONEIDA,T,WOODBORO
SCATTERING,18) TREASURER,T WOODRUFF W 1-3,19,ONEIDA,T,WOODRUFF
SCATTERING,18) TREASURER,C RHINELANDER W 1-17,64,ONEIDA,C,RHINELANDER
KYLE FRANSON,19) REGISTER OF DEEDS,T CASSIAN W 1-2,660,ONEIDA,T,CASSIAN
KYLE FRANSON,19) REGISTER OF DEEDS,T CRESCENT W 1-3,1140,ONEIDA,T,CRESCENT
KYLE FRANSON,19) REGISTER OF DEEDS,T ENTERPRISE W 1,214,ONEIDA,T,ENTERPRISE
KYLE FRANSON,19) REGISTER OF DEEDS,T HAZELHURST W 1-2,739,ONEIDA,T,HAZELHURST
KYLE FRANSON,19) REGISTER OF DEEDS,T LAKE TOMAHAWK W 1-2,602,ONEIDA,T,LAKE TOMAHAWK
KYLE FRANSON,19) REGISTER OF DEEDS,T LITTLE RICE W 1,238,ONEIDA,T,LITTLE RICE
KYLE FRANSON,19) REGISTER OF DEEDS,T LYNNE W 1,95,ONEIDA,T,LYNNE
KYLE FRANSON,19) REGISTER OF DEEDS,T MINOCQUA W 1-7,2878,ONEIDA,T,MINOCQUA
KYLE FRANSON,19) REGISTER OF DEEDS,T MONICO W 1,152,ONEIDA,T,MONICO
KYLE FRANSON,19) REGISTER OF DEEDS,T NEWBOLD W 1,225,ONEIDA,T,NEWBOLD
KYLE FRANSON,19) REGISTER OF DEEDS,T NEWBOLD W 2-4,1388,ONEIDA,T,NEWBOLD
KYLE FRANSON,19) REGISTER OF DEEDS,T NOKOMIS W 1-2,865,ONEIDA,T,NOKOMIS
KYLE FRANSON,19) REGISTER OF DEEDS,T PELICAN W 1- 4,1421,ONEIDA,T,PELICAN
KYLE FRANSON,19) REGISTER OF DEEDS,T PIEHL W 1,44,ONEIDA,T,PIEHL
KYLE FRANSON,19) REGISTER OF DEEDS,T PINE LAKE W 1-4,1364,ONEIDA,T,PINE LAKE
KYLE FRANSON,19) REGISTER OF DEEDS,T SCHOEPKE W 1,238,ONEIDA,T,SCHOEPKE
KYLE FRANSON,19) REGISTER OF DEEDS,T STELLA W 1-2,328,ONEIDA,T,STELLA
KYLE FRANSON,19) REGISTER OF DEEDS,T SUGAR CAMP W 1-2,1092,ONEIDA,T,SUGAR CAMP
KYLE FRANSON,19) REGISTER OF DEEDS,T THREE LAKES W 1-4,1501,ONEIDA,T,THREE LAKES
KYLE FRANSON,19) REGISTER OF DEEDS,T WOODBORO W 1,501,ONEIDA,T,WOODBORO
KYLE FRANSON,19) REGISTER OF DEEDS,T WOODRUFF W 1-3,1079,ONEIDA,T,WOODRUFF
KYLE FRANSON,19) REGISTER OF DEEDS,C RHINELANDER W 1-17,2982,ONEIDA,C,RHINELANDER
SCATTERING,19) REGISTER OF DEEDS,T CASSIAN W 1-2,5,ONEIDA,T,CASSIAN
SCATTERING,19) REGISTER OF DEEDS,T CRESCENT W 1-3,8,ONEIDA,T,CRESCENT
SCATTERING,19) REGISTER OF DEEDS,T ENTERPRISE W 1,1,ONEIDA,T,ENTERPRISE
SCATTERING,19) REGISTER OF DEEDS,T HAZELHURST W 1-2,10,ONEIDA,T,HAZELHURST
SCATTERING,19) REGISTER OF DEEDS,T LAKE TOMAHAWK W 1-2,9,ONEIDA,T,LAKE TOMAHAWK
SCATTERING,19) REGISTER OF DEEDS,T LITTLE RICE W 1,1,ONEIDA,T,LITTLE RICE
SCATTERING,19) REGISTER OF DEEDS,T LYNNE W 1,0,ONEIDA,T,LYNNE
SCATTERING,19) REGISTER OF DEEDS,T MINOCQUA W 1-7,24,ONEIDA,T,MINOCQUA
SCATTERING,19) REGISTER OF DEEDS,T MONICO W 1,0,ONEIDA,T,MONICO
SCATTERING,19) REGISTER OF DEEDS,T NEWBOLD W 1,3,ONEIDA,T,NEWBOLD
SCATTERING,19) REGISTER OF DEEDS,T NEWBOLD W 2-4,9,ONEIDA,T,NEWBOLD
SCATTERING,19) REGISTER OF DEEDS,T NOKOMIS W 1-2,7,ONEIDA,T,NOKOMIS
SCATTERING,19) REGISTER OF DEEDS,T PELICAN W 1- 4,12,ONEIDA,T,PELICAN
SCATTERING,19) REGISTER OF DEEDS,T PIEHL W 1,0,ONEIDA,T,PIEHL
SCATTERING,19) REGISTER OF DEEDS,T PINE LAKE W 1-4,15,ONEIDA,T,PINE LAKE
SCATTERING,19) REGISTER OF DEEDS,T SCHOEPKE W 1,1,ONEIDA,T,SCHOEPKE
SCATTERING,19) REGISTER OF DEEDS,T STELLA W 1-2,2,ONEIDA,T,STELLA
SCATTERING,19) REGISTER OF DEEDS,T SUGAR CAMP W 1-2,6,ONEIDA,T,SUGAR CAMP
SCATTERING,19) REGISTER OF DEEDS,T THREE LAKES W 1-4,15,ONEIDA,T,THREE LAKES
SCATTERING,19) REGISTER OF DEEDS,T WOODBORO W 1,4,ONEIDA,T,WOODBORO
SCATTERING,19) REGISTER OF DEEDS,T WOODRUFF W 1-3,17,ONEIDA,T,WOODRUFF
SCATTERING,19) REGISTER OF DEEDS,C RHINELANDER W 1-17,57,ONEIDA,C,RHINELANDER
YES,20) STATEWIDE REFERENDUM,T CASSIAN W 1-2,589,ONEIDA,T,CASSIAN
YES,20) STATEWIDE REFERENDUM,T CRESCENT W 1-3,979,ONEIDA,T,CRESCENT
YES,20) STATEWIDE REFERENDUM,T ENTERPRISE W 1,209,ONEIDA,T,ENTERPRISE
YES,20) STATEWIDE REFERENDUM,T HAZELHURST W 1-2,686,ONEIDA,T,HAZELHURST
YES,20) STATEWIDE REFERENDUM,T LAKE TOMAHAWK W 1-2,579,ONEIDA,T,LAKE TOMAHAWK
YES,20) STATEWIDE REFERENDUM,T LITTLE RICE W 1,210,ONEIDA,T,LITTLE RICE
YES,20) STATEWIDE REFERENDUM,T LYNNE W 1,98,ONEIDA,T,LYNNE
YES,20) STATEWIDE REFERENDUM,T MINOCQUA W 1-7,2741,ONEIDA,T,MINOCQUA
YES,20) STATEWIDE REFERENDUM,T MONICO W 1,148,ONEIDA,T,MONICO
YES,20) STATEWIDE REFERENDUM,T NEWBOLD W 1,230,ONEIDA,T,NEWBOLD
YES,20) STATEWIDE REFERENDUM,T NEWBOLD W 2-4,1214,ONEIDA,T,NEWBOLD
YES,20) STATEWIDE REFERENDUM,T NOKOMIS W 1-2,785,ONEIDA,T,NOKOMIS
YES,20) STATEWIDE REFERENDUM,T PELICAN W 1- 4,1237,ONEIDA,T,PELICAN
YES,20) STATEWIDE REFERENDUM,T PIEHL W 1,37,ONEIDA,T,PIEHL
YES,20) STATEWIDE REFERENDUM,T PINE LAKE W 1-4,1236,ONEIDA,T,PINE LAKE
YES,20) STATEWIDE REFERENDUM,T SCHOEPKE W 1,218,ONEIDA,T,SCHOEPKE
YES,20) STATEWIDE REFERENDUM,T STELLA W 1-2,275,ONEIDA,T,STELLA
YES,20) STATEWIDE REFERENDUM,T SUGAR CAMP W 1-2,1010,ONEIDA,T,SUGAR CAMP
YES,20) STATEWIDE REFERENDUM,T THREE LAKES W 1-4,1373,ONEIDA,T,THREE LAKES
YES,20) STATEWIDE REFERENDUM,T WOODBORO W 1,455,ONEIDA,T,WOODBORO
YES,20) STATEWIDE REFERENDUM,T WOODRUFF W 1-3,1033,ONEIDA,T,WOODRUFF
YES,20) STATEWIDE REFERENDUM,C RHINELANDER W 1-17,2553,ONEIDA,C,RHINELANDER
NO,20) STATEWIDE REFERENDUM,T CASSIAN W 1-2,167,ONEIDA,T,CASSIAN
NO,20) STATEWIDE REFERENDUM,T CRESCENT W 1-3,397,ONEIDA,T,CRESCENT
NO,20) STATEWIDE REFERENDUM,T ENTERPRISE W 1,33,ONEIDA,T,ENTERPRISE
NO,20) STATEWIDE REFERENDUM,T HAZELHURST W 1-2,232,ONEIDA,T,HAZELHURST
NO,20) STATEWIDE REFERENDUM,T LAKE TOMAHAWK W 1-2,171,ONEIDA,T,LAKE TOMAHAWK
NO,20) STATEWIDE REFERENDUM,T LITTLE RICE W 1,52,ONEIDA,T,LITTLE RICE
NO,20) STATEWIDE REFERENDUM,T LYNNE W 1,17,ONEIDA,T,LYNNE
NO,20) STATEWIDE REFERENDUM,T MINOCQUA W 1-7,746,ONEIDA,T,MINOCQUA
NO,20) STATEWIDE REFERENDUM,T MONICO W 1,29,ONEIDA,T,MONICO
NO,20) STATEWIDE REFERENDUM,T NEWBOLD W 1,54,ONEIDA,T,NEWBOLD
NO,20) STATEWIDE REFERENDUM,T NEWBOLD W 2-4,470,ONEIDA,T,NEWBOLD
NO,20) STATEWIDE REFERENDUM,T NOKOMIS W 1-2,215,ONEIDA,T,NOKOMIS
NO,20) STATEWIDE REFERENDUM,T PELICAN W 1- 4,472,ONEIDA,T,PELICAN
NO,20) STATEWIDE REFERENDUM,T PIEHL W 1,11,ONEIDA,T,PIEHL
NO,20) STATEWIDE REFERENDUM,T PINE LAKE W 1-4,454,ONEIDA,T,PINE LAKE
NO,20) STATEWIDE REFERENDUM,T SCHOEPKE W 1,67,ONEIDA,T,SCHOEPKE
NO,20) STATEWIDE REFERENDUM,T STELLA W 1-2,115,ONEIDA,T,STELLA
NO,20) STATEWIDE REFERENDUM,T SUGAR CAMP W 1-2,284,ONEIDA,T,SUGAR CAMP
NO,20) STATEWIDE REFERENDUM,T THREE LAKES W 1-4,394,ONEIDA,T,THREE LAKES
NO,20) STATEWIDE REFERENDUM,T WOODBORO W 1,122,ONEIDA,T,WOODBORO
NO,20) STATEWIDE REFERENDUM,T WOODRUFF W 1-3,334,ONEIDA,T,WOODRUFF
NO,20) STATEWIDE REFERENDUM,C RHINELANDER W 1-17,1130,ONEIDA,C,RHINELANDER
YES,21) PRENTICE SCHOOL REFERENDUM,T CASSIAN W 1-2,NA,ONEIDA,T,CASSIAN
YES,21) PRENTICE SCHOOL REFERENDUM,T CRESCENT W 1-3,NA,ONEIDA,T,CRESCENT
YES,21) PRENTICE SCHOOL REFERENDUM,T ENTERPRISE W 1,NA,ONEIDA,T,ENTERPRISE
YES,21) PRENTICE SCHOOL REFERENDUM,T HAZELHURST W 1-2,NA,ONEIDA,T,HAZELHURST
YES,21) PRENTICE SCHOOL REFERENDUM,T LAKE TOMAHAWK W 1-2,NA,ONEIDA,T,LAKE TOMAHAWK
YES,21) PRENTICE SCHOOL REFERENDUM,T LITTLE RICE W 1,NA,ONEIDA,T,LITTLE RICE
YES,21) PRENTICE SCHOOL REFERENDUM,T LYNNE W 1,21,ONEIDA,T,LYNNE
YES,21) PRENTICE SCHOOL REFERENDUM,T MINOCQUA W 1-7,NA,ONEIDA,T,MINOCQUA
YES,21) PRENTICE SCHOOL REFERENDUM,T MONICO W 1,NA,ONEIDA,T,MONICO
YES,21) PRENTICE SCHOOL REFERENDUM,T NEWBOLD W 1,NA,ONEIDA,T,NEWBOLD
YES,21) PRENTICE SCHOOL REFERENDUM,T NEWBOLD W 2-4,NA,ONEIDA,T,NEWBOLD
YES,21) PRENTICE SCHOOL REFERENDUM,T NOKOMIS W 1-2,NA,ONEIDA,T,NOKOMIS
YES,21) PRENTICE SCHOOL REFERENDUM,T PELICAN W 1- 4,NA,ONEIDA,T,PELICAN
YES,21) PRENTICE SCHOOL REFERENDUM,T PIEHL W 1,NA,ONEIDA,T,PIEHL
YES,21) PRENTICE SCHOOL REFERENDUM,T PINE LAKE W 1-4,NA,ONEIDA,T,PINE LAKE
YES,21) PRENTICE SCHOOL REFERENDUM,T SCHOEPKE W 1,NA,ONEIDA,T,SCHOEPKE
YES,21) PRENTICE SCHOOL REFERENDUM,T STELLA W 1-2,NA,ONEIDA,T,STELLA
YES,21) PRENTICE SCHOOL REFERENDUM,T SUGAR CAMP W 1-2,NA,ONEIDA,T,SUGAR CAMP
YES,21) PRENTICE SCHOOL REFERENDUM,T THREE LAKES W 1-4,NA,ONEIDA,T,THREE LAKES
YES,21) PRENTICE SCHOOL REFERENDUM,T WOODBORO W 1,NA,ONEIDA,T,WOODBORO
YES,21) PRENTICE SCHOOL REFERENDUM,T WOODRUFF W 1-3,NA,ONEIDA,T,WOODRUFF
YES,21) PRENTICE SCHOOL REFERENDUM,C RHINELANDER W 1-17,NA,ONEIDA,C,RHINELANDER
NO,21) PRENTICE SCHOOL REFERENDUM,T CASSIAN W 1-2,NA,ONEIDA,T,CASSIAN
NO,21) PRENTICE SCHOOL REFERENDUM,T CRESCENT W 1-3,NA,ONEIDA,T,CRESCENT
NO,21) PRENTICE SCHOOL REFERENDUM,T ENTERPRISE W 1,NA,ONEIDA,T,ENTERPRISE
NO,21) PRENTICE SCHOOL REFERENDUM,T HAZELHURST W 1-2,NA,ONEIDA,T,HAZELHURST
NO,21) PRENTICE SCHOOL REFERENDUM,T LAKE TOMAHAWK W 1-2,NA,ONEIDA,T,LAKE TOMAHAWK
NO,21) PRENTICE SCHOOL REFERENDUM,T LITTLE RICE W 1,NA,ONEIDA,T,LITTLE RICE
NO,21) PRENTICE SCHOOL REFERENDUM,T LYNNE W 1,94,ONEIDA,T,LYNNE
NO,21) PRENTICE SCHOOL REFERENDUM,T MINOCQUA W 1-7,NA,ONEIDA,T,MINOCQUA
NO,21) PRENTICE SCHOOL REFERENDUM,T MONICO W 1,NA,ONEIDA,T,MONICO
NO,21) PRENTICE SCHOOL REFERENDUM,T NEWBOLD W 1,NA,ONEIDA,T,NEWBOLD
NO,21) PRENTICE SCHOOL REFERENDUM,T NEWBOLD W 2-4,NA,ONEIDA,T,NEWBOLD
NO,21) PRENTICE SCHOOL REFERENDUM,T NOKOMIS W 1-2,NA,ONEIDA,T,NOKOMIS
NO,21) PRENTICE SCHOOL REFERENDUM,T PELICAN W 1- 4,NA,ONEIDA,T,PELICAN
NO,21) PRENTICE SCHOOL REFERENDUM,T PIEHL W 1,NA,ONEIDA,T,PIEHL
NO,21) PRENTICE SCHOOL REFERENDUM,T PINE LAKE W 1-4,NA,ONEIDA,T,PINE LAKE
NO,21) PRENTICE SCHOOL REFERENDUM,T SCHOEPKE W 1,NA,ONEIDA,T,SCHOEPKE
NO,21) PRENTICE SCHOOL REFERENDUM,T STELLA W 1-2,NA,ONEIDA,T,STELLA
NO,21) PRENTICE SCHOOL REFERENDUM,T SUGAR CAMP W 1-2,NA,ONEIDA,T,SUGAR CAMP
NO,21) PRENTICE SCHOOL REFERENDUM,T THREE LAKES W 1-4,NA,ONEIDA,T,THREE LAKES
NO,21) PRENTICE SCHOOL REFERENDUM,T WOODBORO W 1,NA,ONEIDA,T,WOODBORO
NO,21) PRENTICE SCHOOL REFERENDUM,T WOODRUFF W 1-3,NA,ONEIDA,T,WOODRUFF
NO,21) PRENTICE SCHOOL REFERENDUM,C RHINELANDER W 1-17,NA,ONEIDA,C,RHINELANDER
